,FBCLOSE,FBVOLUME,AAPLCLOSE,AAPLVOLUME,AMZNCLOSE,AMZNVOLUME,GOOGLCLOSE,GOOGLVOLUME,NFLXCLOSE,NFLXVOLUME,SP500
1/27/2017,132.18,19539514,121.95,20562944,835.77,2998700,845.03,3752497,142.45,8323866,2294.69
1/26/2017,132.78,20020141,121.94,26337576,839.15,3586323,856.98,3493251,138.96,6038313,2296.68
1/25/2017,131.48,18777314,121.88,32586673,836.52,4023078,858.45,1662148,139.52,7612888,2298.37
1/24/2017,129.37,15162724,119.97,23211038,822.44,2971740,849.53,1688375,140.11,7754673,2280.07
1/23/2017,128.93,16593563,120.08,22050218,817.88,2797474,844.43,2457377,137.39,7433896,2265.2
1/20/2017,127.04,19097223,120,32597892,808.33,3376196,828.17,1306183,138.6,9497394,2271.31
1/19/2017,127.55,12195465,119.78,25597291,809.04,2540784,824.37,1070454,138.41,23203441,2263.69
1/18/2017,127.92,13145852,119.99,23712961,807.48,2354201,829.02,1027698,133.26,16168617,2271.89
1/17/2017,127.87,15294460,120,34439843,809.72,3670529,827.46,1440905,132.89,12220202,2267.89
1/13/2017,128.34,24884325,119.04,26111948,817.14,3791945,830.94,1290182,133.7,10515015,2274.64
1/12/2017,126.62,18653914,119.25,27086220,813.64,4873922,829.53,1350308,129.18,5388880,2270.44
1/11/2017,126.09,18356523,119.75,27588593,799.02,2992791,829.86,1325394,130.5,5615061,2275.32
1/10/2017,124.35,17324590,119.11,24462051,795.9,2558369,826.01,1197442,129.89,5985809,2268.9
1/9/2017,124.9,22880360,118.99,33561948,796.92,3446109,827.18,1408924,130.95,5771835,2268.9
1/6/2017,123.41,28545263,117.91,31751900,795.99,5986234,825.21,2017097,131.07,10657878,2276.98
1/5/2017,120.67,19492150,116.61,22193587,780.45,5830068,813.02,1340535,131.81,10185516,2269
1/4/2017,118.69,19630932,116.02,21118116,757.18,2510526,807.77,1515339,129.41,7843559,2270.75
1/3/2017,116.86,20663912,116.15,28781865,753.67,3521066,808.01,1959033,127.49,9437856,2257.83
12/30/2016,115.05,18684106,115.82,30586265,749.87,4139449,792.45,1735879,123.8,4455351,2238.83
12/29/2016,116.35,9934873,116.73,15039519,765.15,3158299,802.88,1057392,125.33,3445056,2249.26
12/28/2016,116.92,12087377,116.76,20905892,772.13,3301025,804.57,1214756,125.89,4389162,2249.92
12/27/2016,118.01,12051481,117.26,18296855,771.4,2638725,809.93,975962,128.35,5288164,2268.88
12/23/2016,117.27,10889985,116.52,14249484,760.59,1981616,807.8,765537,125.59,2010382,2263.79
12/22/2016,117.4,16258587,116.29,26085854,766.34,2543551,809.68,1132119,125.58,4161410,2260.96
12/21/2016,119.04,10767646,117.06,23783165,770.6,2044629,812.2,1459628,126.5,6514793,2265.18
12/20/2016,119.09,13684402,116.95,21424965,771.22,2703629,815.2,1271883,125.12,3937812,2270.76
12/19/2016,119.24,15918146,116.64,27779423,766,3113240,812.5,1263581,125.45,4867276,2262.53
12/16/2016,119.87,25324299,115.97,44351134,757.77,4848219,809.84,2598866,124.22,7867975,2258.07
12/15/2016,120.57,20139568,115.82,46524544,761,3801927,815.65,1769719,125,7376184,2262.03
12/14/2016,120.21,25913095,115.19,34031834,768.82,5454836,817.89,1799654,123.44,6110273,2253.28
12/13/2016,120.31,29768028,115.19,43733811,774.34,5285288,815.34,2128210,123.78,5564509,2271.72
12/12/2016,117.77,17805527,113.3,26374377,760.12,2963945,807.9,1628602,122.83,3917605,2256.96
12/9/2016,119.68,17464736,113.95,34402627,768.66,2470923,809.45,1904463,122.88,4700783,2259.53
12/8/2016,118.91,22442756,112.12,27068316,767.33,3189608,795.17,1612531,123.24,8987712,2246.19
12/7/2016,117.95,21913658,111.03,29998719,770.42,3684906,791.47,2029415,125.39,8204687,2241.35
12/6/2016,117.31,19131202,109.95,26195462,764.72,3794746,776.18,1734099,124.57,11513209,2212.23
12/5/2016,117.43,20201528,109.11,34324540,759.36,4314723,778.22,1688473,119.16,7626283,2204.71
12/2/2016,115.4,25070364,109.9,26527997,740.34,3561307,764.46,1718846,120.81,8953590,2191.95
12/1/2016,115.1,43276994,109.49,37086862,743.65,4665993,764.33,2867074,117.22,8636943,2191.08
11/30/2016,118.42,30188922,110.52,36162258,750.57,4625946,775.88,2279054,117,7715103,2198.81
11/29/2016,120.87,18890956,111.46,28528750,762.52,3272344,789.44,1561981,117.51,7082264,2204.66
11/28/2016,120.41,18101314,111.57,27193983,766.77,4438828,785.79,2575432,116.93,5278861,2201.72
11/25/2016,120.38,8658605,111.79,11475922,780.37,1837068,780.23,613549,117.41,1616260,2213.35
11/23/2016,120.84,15672136,111.23,27426394,780.12,3540263,779,1312981,117.69,4521314,2204.72
11/22/2016,121.47,26089163,111.8,25965534,785.33,5311320,785,1394174,118.04,7007188,2202.94
11/21/2016,121.77,35415366,111.73,29264571,780,4614574,784.8,1630835,117.96,7064528,2198.18
11/18/2016,117.02,22879303,110.06,28428917,760.16,4373408,775.97,1806264,115.21,6746783,2181.9
11/17/2016,117.79,18597766,109.95,27632003,756.4,3690112,786.16,1533679,115.03,6232744,2187.12
11/16/2016,116.34,32397947,109.99,58840522,746.49,3648791,779.98,1798360,115.19,5933728,2176.94
11/15/2016,117.2,34681369,107.11,32264510,743.24,6755785,775.16,2943889,113.59,7445094,2180.39
11/14/2016,115.08,51377040,105.71,51175504,719.07,7321344,753.22,3688274,113.38,9932379,2164.2
11/11/2016,119.02,32840137,108.43,34143898,739.01,6622784,771.75,3592641,114.78,11080251,2164.45
11/10/2016,120.8,67846704,107.79,57134541,742.38,12746994,780.29,5909609,115.42,19718703,2167.48
11/9/2016,123.18,31916020,110.88,59176361,771.88,8562892,805.59,3098510,122.19,7705673,2163.26
11/8/2016,124.22,19460768,111.06,24254179,787.75,3412629,811.98,1769069,124.34,4690756,2139.56
11/7/2016,122.15,23008880,110.41,32560000,784.93,5984354,802.03,1992570,124.58,5827126,2131.52
11/4/2016,120.75,30545466,108.84,30836997,755.05,5122103,781.1,1970603,122.03,5077719,2085.18
11/3/2016,120,63766259,109.83,26932602,767.03,3872496,782.19,2175216,122.14,5041321,2088.66
11/2/2016,127.17,50190225,111.59,28331709,765.56,5026504,788.42,2350736,122.34,4816526,2097.94
11/1/2016,129.5,22077779,111.49,43825812,785.41,5305428,805.48,2355890,123.3,6978621,2111.72
10/31/2016,130.99,15668982,113.54,26419398,789.82,5413326,809.9,2242679,124.87,6517512,2126.15
10/28/2016,131.29,24545547,113.72,37861662,776.32,10841073,819.56,4354884,126.57,7077252,2126.41
10/27/2016,129.69,16741393,114.48,34562045,818.36,7406385,817.35,2973486,126.47,6914182,2133.04
10/26/2016,131.04,13084731,115.59,66134219,822.59,3998102,822.1,1794868,126.97,8602407,2139.43
10/25/2016,132.29,13336787,118.25,48128970,835.18,3248358,828.55,1890712,126.51,8253941,2143.16
10/24/2016,133.28,17470227,117.65,23538673,838.09,4060899,835.74,1447616,127.33,15980674,2151.33
10/21/2016,132.07,19088794,116.6,23192665,818.99,2793015,824.06,1615814,127.5,18832428,2141.16
10/20/2016,130,13167503,117.06,24125801,810.32,3151954,821.63,1393870,123.35,14492827,2141.34
10/19/2016,130.11,16752321,117.12,20034594,817.69,2090706,827.09,1500142,121.87,21981734,2144.29
10/18/2016,128.57,13503967,117.47,24553478,817.65,2512504,821.49,2289265,118.79,42168221,2139.6
10/17/2016,127.54,11351681,117.55,23624896,812.95,3361492,806.84,1056367,99.8,26589483,2126.5
10/14/2016,127.88,13345292,117.63,35652191,822.96,2999814,804.6,1111934,101.47,9531056,2132.98
10/13/2016,127.82,17139306,116.98,35192406,829.28,3091387,804.08,1368981,100.23,8319333,2132.55
10/12/2016,129.05,11072991,117.34,37586787,834.09,2380416,811.77,907876,99.5,7426504,2139.18
10/11/2016,128.88,17537928,116.3,64041043,831,3588180,809.57,1721575,100.59,9032854,2136.73
10/10/2016,130.24,15138720,116.05,36235956,841.71,1827143,814.17,1496115,103.33,6699653,2163.66
10/7/2016,128.99,12804420,114.06,24358443,839.43,2426228,800.71,1163899,104.82,8659518,2153.74
10/6/2016,128.74,11682729,113.89,28779313,841.66,2684013,803.08,1099909,105.07,6587738,2160.77
10/5/2016,128.47,12386753,113.05,21453089,844.36,3469055,801.23,1213820,106.28,12942880,2159.73
10/4/2016,128.19,14307548,113,29736835,834.03,2950314,802.79,1258706,102.34,12143104,2150.49
10/3/2016,128.77,13156943,112.52,21701760,836.74,2769448,800.38,1489212,102.63,15344490,2161.2
9/30/2016,128.27,18402945,113.05,36379106,837.31,4430566,804.06,1660201,98.55,9807925,2168.27
9/29/2016,128.09,14532241,112.18,35886990,829.05,4922248,802.64,1349974,96.67,6217636,2151.13
9/28/2016,129.23,12047636,113.95,29641085,828.72,4422078,810.06,1470280,97.48,7235109,2171.37
9/27/2016,128.69,15637111,113.09,24607412,816.11,3819600,810.73,1367271,97.07,9680100,2159.93
9/26/2016,127.31,15064940,112.88,29869442,799.16,2651397,802.65,1472732,94.56,6739188,2146.1
9/23/2016,127.96,28326266,112.71,52481151,805.75,2353511,814.96,1411673,95.94,6179471,2164.69
9/22/2016,130.08,15538307,114.62,31073984,804.7,4078910,815.95,1759290,95.83,11214973,2177.18
9/21/2016,129.94,14068336,113.55,36003185,789.74,2718644,805.03,1348476,94.88,20042236,2163.12
9/20/2016,128.64,11083808,113.57,34514269,780.22,1937164,799.78,1050041,98.25,4736762,2139.76
9/19/2016,128.65,14958794,113.58,47023046,775.1,2297221,795.39,1149522,98.06,8616183,2139.12
9/16/2016,129.07,24119174,114.92,79886911,778.52,5499182,797.97,2130571,99.48,9445109,2139.16
9/15/2016,128.35,15111838,115.57,90613177,769.69,3043534,801.23,1566360,97.34,5299930,2147.26
9/14/2016,127.77,15720388,111.77,112340318,761.09,2531822,790.46,1313912,97.01,8528450,2125.77
9/13/2016,127.21,18016152,107.95,62176190,761.01,3117224,788.72,1809044,96.09,11788078,2127.02
9/12/2016,128.69,21252752,105.44,45292770,771.49,3124704,798.82,1863737,99.05,7718351,2159.04
9/9/2016,127.1,27100679,103.13,46556984,760.14,4257344,788.48,1887633,96.5,7373319,2127.81
9/8/2016,130.27,15676595,105.52,53002026,784.06,2030511,802.84,1177660,99.66,5201208,2181.3
9/7/2016,131.05,27990796,108.36,42364328,784.48,2424622,807.99,1145724,99.15,6468512,2186.16
9/6/2016,129.73,26278407,107.7,26880391,788.87,3719788,808.02,1989537,100.09,9036092,2186.48
9/2/2016,126.51,12118773,107.73,26802450,772.44,2181792,796.87,1349896,97.38,4247182,2179.98
9/1/2016,126.17,13536125,106.73,26701523,770.62,1792271,791.4,1303460,97.38,4148621,2170.86
8/31/2016,126.12,14200636,106.1,29662406,769.16,1633789,789.85,1071420,97.45,4690614,2170.95
8/30/2016,125.84,17804286,106,24863945,767.58,1709158,791.92,1167413,97.45,6093536,2176.12
8/29/2016,126.54,15925900,106.82,24970300,771.29,2198560,795.82,773698,97.3,8008430,2180.38
8/26/2016,124.96,17504825,106.94,27766291,769,2776830,793.22,1248881,97.58,6617636,2169.04
8/25/2016,123.89,10730811,107.57,25086248,759.22,1622992,791.3,1202680,97.32,10823055,2172.47
8/24/2016,123.48,12243719,108.03,23675081,757.25,1744107,793.6,1284437,95.18,6276468,2175.44
8/23/2016,124.37,13309452,108.85,21257669,762.45,1524131,796.59,917513,95.94,5239106,2186.9
8/22/2016,124.15,14386361,108.51,25820230,759.48,1679251,796.95,853365,95.26,5830548,2182.64
8/19/2016,123.56,11688265,109.36,25368072,757.31,2343237,799.65,1120763,95.87,6942892,2183.87
8/18/2016,123.91,12400816,109.08,21984703,764.46,1458834,802.75,865160,96.16,7252629,2187.02
8/17/2016,124.37,13794179,109.22,25355976,764.63,1891116,805.42,1066070,96.37,8315615,2182.22
8/16/2016,123.3,14222410,109.38,33794448,764.04,1604561,801.19,1057897,95.12,6311339,2178.15
8/15/2016,123.9,19295130,109.48,25868209,768.49,2118521,805.96,930074,95.31,7304620,2190.15
8/12/2016,124.88,12158955,108.18,18660434,772.56,1563318,807.05,897283,96.59,6592923,2184.05
8/11/2016,124.9,11729519,107.93,27484506,771.24,2019740,808.2,1282274,95.89,8547659,2185.79
8/10/2016,124.88,10670148,108,24008505,768.56,1604280,808.49,918514,93.93,6511142,2175.49
8/9/2016,125.06,19620967,108.81,26315204,768.31,1876091,807.48,1607685,93.99,9175413,2181.74
8/8/2016,125.26,15233929,108.37,28037220,766.56,1986272,805.23,1221609,95.11,10135401,2180.89
8/5/2016,125.15,20184035,107.48,40553402,765.98,2704391,806.93,1807271,97.03,18364801,2182.87
8/4/2016,124.36,21065974,105.87,27408650,760.77,3178208,797.25,1076031,93.44,6043394,2164.25
8/3/2016,122.51,18525332,105.79,30202641,754.64,3581525,798.92,1461025,93.1,7030916,2163.79
8/2/2016,123.09,23968414,104.48,33816556,760.58,3603280,800.12,1996354,93.56,9836233,2157.03
8/1/2016,124.31,25006850,106.05,38167871,767.74,3578205,800.94,3029658,94.37,10666945,2170.84
7/29/2016,123.94,35058803,104.21,27733688,758.81,6777050,791.34,5090527,91.25,6960222,2173.6
7/28/2016,125,78955758,104.34,39869839,752.61,7617580,765.84,3673221,91.65,6227698,2170.06
7/27/2016,123.34,52654239,102.95,92344820,736.67,2913134,761.97,1608589,92.04,8727517,2166.58
7/26/2016,121.22,17611964,96.67,56239822,735.59,2529692,757.65,1189573,91.41,19577623,2169.18
7/25/2016,121.63,18487449,97.34,40382921,739.61,2679290,757.52,1073310,87.66,14135027,2168.48
7/22/2016,121,18422410,98.66,28313669,744.86,2277711,759.28,1046024,85.89,11363917,2175.03
7/21/2016,120.61,17801663,99.43,32702028,744.43,2317072,754.41,953053,85.99,16083996,2165.17
7/20/2016,121.92,20046452,99.96,26275968,745.72,2214023,757.08,1125117,87.91,23525141,2173.02
7/19/2016,120.61,21541292,99.87,23779924,739.95,2216820,753.41,1521795,85.84,55681209,2163.78
7/18/2016,119.37,20868367,99.83,36493867,736.07,2954914,753.2,1934900,98.81,28669659,2166.89
7/15/2016,116.86,16645964,98.78,30136990,735.44,3121385,735.63,1617087,98.39,9041865,2161.74
7/14/2016,117.29,14579736,98.79,38918997,741.2,2390472,735.8,1070351,98.02,9885009,2163.75
7/13/2016,116.78,16207662,96.87,25892171,742.63,4142265,729.48,1021827,96.43,8768863,2152.43
7/12/2016,117.93,15217700,97.42,24167463,748.21,5623657,732.51,1328680,95.97,11617410,2152.14
7/11/2016,117.87,17711570,96.98,23794945,753.78,3195272,727.2,1441113,94.67,13276161,2137.16
7/8/2016,117.24,18142597,96.68,28912103,745.81,3429217,717.78,1497323,97.06,8335375,2129.9
7/7/2016,115.85,16630201,95.94,25139558,736.57,2945783,707.26,1058698,95.1,9913509,2097.9
7/6/2016,116.7,24337586,95.53,30949090,737.61,3938249,708.97,1445126,94.6,16301211,2099.73
7/5/2016,114,14207037,94.99,27705210,728.1,2431431,704.89,1422028,97.91,25879367,2088.55
7/1/2016,114.19,14980023,95.89,26026540,725.68,2920423,710.25,1549160,96.67,16167210,2102.95
6/30/2016,114.28,23192716,95.6,35836356,715.62,2855142,703.53,2112513,91.48,9098971,2098.86
6/29/2016,114.16,20968273,94.4,36531006,715.6,3070052,695.19,2156218,91.06,11687079,2070.77
6/28/2016,112.7,26813842,93.59,40444914,707.95,4036957,691.26,1912280,87.97,11545631,2036.09
6/27/2016,108.97,36409606,92.04,46622188,691.36,5584037,681.14,2919486,85.33,13775706,2000.54
6/24/2016,112.08,40643130,93.4,75311356,698.96,7632511,685.2,4771780,88.44,11248582,2037.41
6/23/2016,115.08,16176895,96.1,32240187,722.08,2824974,714.87,2125028,91.66,10819033,2113.32
6/22/2016,113.91,14846329,95.55,29219122,710.6,2260454,710.47,1452884,90.01,9454685,2085.45
6/21/2016,114.38,19166269,95.91,35546358,715.82,2137534,708.88,1515918,90.99,15199727,2088.9
6/20/2016,113.37,20785390,95.1,34411901,714.01,3677162,706.13,2282725,93.8,9026376,2083.25
6/17/2016,113.02,24644308,95.33,61008219,706.39,5897788,704.25,4113085,94.45,8046841,2071.22
6/16/2016,114.39,19236255,97.55,31326815,717.51,3097961,724.25,2250083,95.44,7550774,2077.99
6/15/2016,114.6,19819432,97.14,29445227,714.26,2709447,732.19,1161701,94.29,7675449,2071.5
6/14/2016,114.94,17618479,97.46,31931944,719.3,2506922,733.25,1329176,94.12,9480388,2075.32
6/13/2016,113.95,31718239,97.34,38020494,715.24,3352201,731.88,1167736,93.85,13484345,2079.06
6/10/2016,116.62,18510826,98.83,31712936,717.91,3425718,733.19,1452456,93.75,12907900,2096.07
6/9/2016,118.56,13859240,99.65,26601354,727.65,2170318,742.52,958963,97.09,8923803,2115.48
6/8/2016,118.39,14505596,98.94,20848131,726.64,2223366,742.93,1615727,97.86,9423938,2119.12
6/7/2016,117.76,17103023,99.03,22409450,723.74,2732463,731.09,1215741,99.89,6474742,2112.13
6/6/2016,118.79,12744676,98.63,23292504,726.73,2704806,730.06,1499648,100.74,6828128,2109.41
6/3/2016,118.47,14135114,97.92,28504888,725.54,3367306,735.86,1230376,99.59,9223994,2099.13
6/2/2016,118.93,13228310,97.72,40191600,728.24,3026583,744.27,1695824,101.25,7992448,2105.26
6/1/2016,118.78,15029494,98.46,29173285,719.44,3263107,748.46,1039847,101.51,8393380,2099.33
5/31/2016,118.81,23547597,99.86,42307212,722.79,3618323,748.85,2124248,102.57,8725656,2096.96
5/27/2016,119.38,13493563,100.35,36341240,712.24,2249164,747.6,1740130,103.3,9092127,2099.06
5/26/2016,119.47,18481340,100.41,56331159,714.91,2446681,736.93,1360119,102.81,17824673,2090.1
5/25/2016,117.89,20035494,99.62,38642108,708.35,3276631,738.1,1616624,100.2,15211295,2090.54
5/24/2016,117.7,20183627,97.9,35140174,704.2,3033782,733.03,1894161,97.89,21246023,2076.06
5/23/2016,115.97,20441004,96.43,38018643,696.75,2595082,717.25,1240826,94.89,13992330,2048.04
5/20/2016,117.35,18944831,95.22,32025968,702.8,2916165,721.71,1739895,92.49,15063042,2052.32
5/19/2016,116.81,20544109,94.2,30442100,698.52,3025566,715.31,1529910,89.55,11450323,2040.04
5/18/2016,117.65,21642299,94.56,42062391,697.45,4283189,721.78,1626800,90.5,13911836,2047.63
5/17/2016,117.35,21328648,93.49,46916939,695.27,5121357,720.19,1670176,88.63,11571267,2047.21
5/16/2016,118.67,31247834,93.88,61259756,710.66,5432920,730.3,1126862,89.12,11247812,2066.66
5/13/2016,119.81,18124286,90.52,44392765,709.92,4763419,724.83,1262161,87.88,11571389,2046.61
5/12/2016,120.28,22035465,90.34,76314690,717.93,5048150,728.07,1354717,87.74,20408118,2064.11
5/11/2016,119.52,22038396,92.51,28719109,713.23,7338196,730.55,1491746,90.02,11692864,2064.46
5/10/2016,120.5,23220046,93.42,33686836,703.07,6105570,739.38,1631714,92.89,11175913,2084.39
5/9/2016,119.24,21138059,92.79,32936436,679.75,3982161,729.13,1903689,90.54,9543705,2058.69
5/6/2016,119.49,26395568,92.72,43699886,673.95,4365345,725.18,1997628,90.84,10433936,2057.14
5/5/2016,117.81,22056749,93.24,35890500,659.09,4884114,714.71,1483357,89.37,10368491,2050.63
5/4/2016,118.06,23448440,94.19,41025475,670.9,4635462,711.37,1708609,90.79,7394742,2051.12
5/3/2016,117.43,24117463,95.18,56831277,671.32,4923351,708.44,1931040,91.54,10593880,2063.37
5/2/2016,118.57,28095168,93.64,48160104,683.85,6578517,714.41,1673820,93.11,12547005,2081.43
4/29/2016,117.58,37140594,93.74,68531478,659.59,10310739,707.88,2913898,90.03,13968018,2065.3
4/28/2016,116.73,87110080,94.83,82242690,602,7872605,705.06,3129502,90.28,11474907,2075.81
4/27/2016,108.89,52213107,97.82,114602142,606.57,4068767,721.46,3313137,91.04,12218929,2095.15
4/26/2016,108.76,22521534,104.35,56016165,616.88,2521433,725.37,2793210,92.43,15330856,2091.7
4/25/2016,110.1,21017895,105.08,28031588,626.2,2682924,742.21,2472061,93.56,14985382,2087.79
4/22/2016,110.56,38458201,105.68,33683121,620.5,5083904,737.77,7039948,95.9,15806320,2091.58
4/21/2016,113.44,20875230,105.97,31552525,631,2596298,780,3881420,94.98,19919415,2091.48
4/20/2016,112.42,21027901,107.13,30611030,632.99,2609425,774.92,1713088,96.77,26613506,2102.4
4/19/2016,112.29,30210455,106.91,32384879,627.9,4055870,776.25,2197615,94.34,55728765,2100.8
4/18/2016,110.45,21167199,107.48,60821461,635.35,4360883,787.68,1677015,108.4,32816416,2094.34
4/15/2016,109.64,20922803,109.85,46938969,625.89,2887681,780,1585584,111.51,11746065,2080.73
4/14/2016,110.84,28473322,112.1,25473923,620.75,3512136,775.39,1349610,110.42,9553688,2082.78
4/13/2016,110.51,88227393,112.04,33257316,614.82,4228349,771.91,1771308,109.65,16701709,2082.42
4/12/2016,110.61,26248081,110.44,27232325,603.17,2641062,764.32,1369358,106.98,12436982,2061.72
4/11/2016,108.99,39762304,109.02,29407518,595.93,2704267,757.54,1588692,102.68,7451315,2041.99
4/8/2016,110.63,48497808,108.66,23581740,594.6,2591936,759.47,1171867,103.81,7857592,2047.6
4/7/2016,113.64,20714537,108.54,31801870,591.43,3189037,760.12,1274852,104.45,10774911,2041.91
4/6/2016,113.71,20814640,110.96,26404077,602.08,2849909,768.07,1265577,104.83,9605800,2066.66
4/5/2016,112.22,22962365,109.81,26578652,586.14,2308884,758.57,1223905,104.94,10060916,2045.17
4/4/2016,112.55,48487913,111.12,37356204,593.19,2470825,765.12,1346424,104.35,10940426,2066.13
4/1/2016,116.06,24760504,109.99,25873950,598.5,2917386,769.67,1583698,105.7,14182359,2072.78
3/31/2016,114.1,21207526,108.99,25888449,593.64,2681811,762.9,1627669,102.23,9747539,2059.74
3/30/2016,114.7,33235184,109.56,45601149,598.69,3890461,768.34,2019755,102.19,14704994,2063.95
3/29/2016,116.14,29825340,107.68,31190083,593.86,4392567,765.89,2003061,104.13,16008868,2055.01
3/28/2016,113.69,21351751,105.19,19411372,579.87,3121522,753.28,1083823,101.21,12432217,2037.05
3/24/2016,113.05,17839119,105.67,26132955,582.95,5185539,754.84,1555844,98.36,10671139,2035.94
3/23/2016,112.54,18561974,106.13,25703495,569.63,3983720,757.56,1233854,99.59,8313480,2036.71
3/22/2016,112.25,19001076,106.72,32444375,560.48,4000564,760.05,1104784,99.84,9069905,2049.8
3/21/2016,111.85,18447974,105.91,35502678,553.98,5155732,762.16,1438658,101.06,9578466,2051.6
3/18/2016,111.45,36256877,105.92,44205171,552.08,7296885,755.41,2811518,101.12,15453454,2049.58
3/17/2016,111.02,24241247,105.8,34420705,559.44,5928105,758.48,2228244,99.72,13824964,2040.59
3/16/2016,112.18,24744778,105.97,38303493,574.27,3537669,757.36,1465285,99.35,12630530,2027.22
3/15/2016,110.67,17618460,104.58,40067734,577.02,3876821,750.57,1491578,97.86,9691768,2015.93
3/14/2016,109.89,17249365,102.52,25076062,573.37,3454152,750.24,1641189,98.13,11251874,2019.64
3/11/2016,109.41,20697553,102.26,27408237,569.61,3771310,744.87,1768995,97.66,15114299,2022.19
3/10/2016,107.32,24854284,101.17,33513577,558.93,3919892,732.17,2230811,97.36,17002063,1989.57
3/9/2016,107.51,20493305,101.12,27201683,559.47,4377283,725.41,1977169,98,12298660,1989.26
3/8/2016,105.93,25204666,101.03,31182194,560.26,4679663,713.53,2521688,96.23,14710898,1979.26
3/7/2016,105.73,31534055,101.87,35915810,562.8,4932527,712.8,3088278,95.49,23906672,2001.76
3/4/2016,108.39,24938858,103.01,46055100,575.14,3416545,730.22,2425750,101.58,23414622,1999.99
3/3/2016,109.58,21353092,101.5,36955742,577.49,2741292,731.59,2026700,97.93,15320921,1993.4
3/2/2016,109.95,25670170,100.75,33169560,580.21,4582170,739.48,1814643,97.61,19102849,1986.45
3/1/2016,109.82,26817309,100.53,50407147,579.04,5038452,742.17,3005553,98.3,17048790,1978.35
2/29/2016,106.92,32778992,96.69,35216277,552.52,4145396,717.22,2253426,93.41,13663080,1932.23
2/26/2016,107.92,26686193,96.91,28991131,555.23,4877039,724.86,2123690,94.79,16975151,1948.05
2/25/2016,108.07,29906278,96.76,27582659,555.15,4525463,729.12,1807258,94.53,17898777,1951.7
2/24/2016,106.88,34412437,96.1,36255745,554.04,6231668,720.9,1854612,91.61,15972819,1929.8
2/23/2016,105.46,25319315,94.69,31942633,552.94,4050790,717.29,2066566,89.12,12744428,1921.27
2/22/2016,107.16,35709714,96.88,34280758,559.5,5566553,729.05,1875824,91.93,16321822,1945.5
2/19/2016,104.57,32404516,96.04,35374173,534.9,4974717,722.11,1745940,89.23,14259205,1917.78
2/18/2016,103.47,29593508,96.26,39020983,525,4735008,717.51,2363846,90.49,17695324,1917.83
2/17/2016,105.2,44073369,98.12,44863243,534.1,4824002,731.97,2457715,94.76,18323834,1926.82
2/16/2016,101.61,45687224,96.64,49057916,521.1,5118500,717.64,2172213,89.05,16356604,1895.58
2/12/2016,102.01,36176760,93.99,40351381,507.08,5384787,706.89,2326889,87.4,19067683,1864.78
2/11/2016,101.91,43670634,93.7,50074711,503.82,7397393,706.36,3250206,86.35,21820321,1829.08
2/10/2016,101,45179370,94.27,42343601,490.48,6786181,706.85,3015733,88.45,23146517,1851.86
2/9/2016,99.54,62709018,94.99,44331195,482.07,7077915,701.02,4214950,86.13,25892874,1852.21
2/8/2016,99.75,71229746,95.01,54021375,488.1,9825509,704.16,4470514,83.32,25035634,1853.44
2/5/2016,104.07,76894741,94.02,46418064,502.13,9708929,703.76,5477821,82.79,25929257,1880.05
2/4/2016,110.49,38890199,96.6,46471652,536.26,6199070,730.03,5246123,89.71,19108600,1915.45
2/3/2016,112.69,56919324,96.35,45964294,531.07,10048709,749.38,6555731,90.74,27466034,1912.53
2/2/2016,114.61,59778571,94.48,37357215,552.1,6312045,780.91,6792331,91.49,21906495,1903.03
2/1/2016,115.09,46132726,96.43,40943541,574.81,6355123,770.77,5576089,94.09,19684477,1939.38
1/29/2016,112.21,62739548,97.34,64416504,587,14677550,761.35,3790395,91.84,20463895,1940.24
1/28/2016,109.11,107475327,94.09,55678825,635.35,14015171,748.3,3105222,94.41,24562311,1893.36
1/27/2016,94.45,58699359,93.42,133369674,583.35,5152853,717.58,2121434,91.15,25556187,1882.95
1/26/2016,97.34,26877080,99.99,75077002,601.25,3765655,733.79,1547049,97.83,22083897,1903.63
1/25/2016,97.01,32482015,99.44,51794525,596.53,4396079,733.62,2267031,99.12,20321102,1877.08
1/22/2016,97.94,30495387,101.42,65800467,596.38,5120144,745.46,2357315,100.72,26821771,1906.9
1/21/2016,94.16,30518939,96.3,52161463,575.02,4952217,726.67,2596916,102.35,31027503,1868.99
1/20/2016,94.35,59051429,96.79,72334416,571.77,7966406,718.56,4122010,107.74,53009419,1859.33
1/19/2016,95.26,30998256,96.66,53087747,574.48,4807165,719.08,2436220,107.89,35722752,1881.33
1/15/2016,94.97,46132781,97.13,79833891,570.18,7784523,710.49,3833751,104.04,19775141,1880.33
1/14/2016,98.37,48658623,99.52,63170127,593,7237978,731.39,2777868,107.06,23664784,1921.84
1/13/2016,95.44,33410553,97.39,62439631,581.81,7655239,719.57,2586395,106.56,24921587,1890.28
1/12/2016,99.37,28395390,99.96,49154227,617.89,4724100,745.34,2340753,116.58,15133522,1938.68
1/11/2016,97.51,29932385,98.53,49739377,617.74,4891551,733.07,2544806,114.97,21920390,1923.67
1/8/2016,97.33,35402298,96.96,70798016,607.05,5512915,730.91,2375348,111.39,18067140,1922.03
1/7/2016,97.92,45172906,96.45,81094428,607.94,7074915,741,3156563,114.56,33636661,1943.09
1/6/2016,102.97,25096183,100.7,68457388,632.65,5329197,759.33,2410301,117.68,33045656,1990.26
