,FBCLOSE,FBVOLUME,AAPLCLOSE,AAPLVOLUME,AMZNCLOSE,AMZNVOLUME,GOOGLCLOSE,GOOGLVOLUME,NFLXCLOSE,NFLXVOLUME,SP500
4/7/2020,168.83,31411919,259.43,50721831,2011.6,5113983,1182.56,3080955,372.28,7046438,2659.41
4/6/2020,165.55,28453581,262.47,50455071,1997.59,5773181,1183.19,3165991,379.96,8183921,2663.68
4/3/2020,154.18,25983317,241.41,32470017,1906.59,3609870,1092.7,2568694,361.76,4860768,2488.65
4/2/2020,158.19,20886309,244.93,41483493,1918.83,4335985,1117.03,2820534,370.08,4592477,2526.9
4/1/2020,159.6,19507559,240.91,44054638,1907.7,4121875,1102.1,2598519,364.08,6672454,2470.5
3/31/2020,166.8,23676283,254.29,49250501,1949.72,5123626,1161.95,3263971,375.5,9366464,2584.59
3/30/2020,165.95,22515225,254.81,41994110,1963.95,6126087,1146.31,2936827,370.96,8621964,2626.65
3/27/2020,156.79,24879869,247.74,51054153,1900.1,5387897,1110.26,3139661,357.12,7948775,2541.47
3/26/2020,163.34,26579021,258.44,63140169,1955.49,6235118,1162.92,3834422,362.99,7235016,2630.07
3/25/2020,156.21,35184271,245.52,75900510,1885.84,6479073,1101.62,4516162,342.39,8767171,2475.56
3/24/2020,160.98,30440369,246.88,71882773,1940.1,7147080,1130.01,3623435,357.32,11638683,2447.33
3/23/2020,148.1,29830765,224.37,84188208,1902.83,7808489,1054.13,4183629,360.27,13449378,2237.4
3/20/2020,149.73,32568398,229.24,100423346,1846.09,9817850,1068.21,4143897,332.83,10853846,2304.92
3/19/2020,153.13,39862312,244.78,67964255,1880.93,10399943,1111.67,3703248,332.03,10615957,2409.39
3/18/2020,146.96,37553136,246.67,75058406,1830,9596297,1091.19,4636840,315.47,12560908,2398.1
3/17/2020,149.42,34255596,252.86,81013965,1807.84,10917129,1118.06,4159686,319.75,10013913,2529.19
3/16/2020,146.01,39120419,242.21,80605865,1689.15,8917265,1073,4825981,298.84,10559940,2386.13
3/13/2020,170.28,35028627,277.97,92683032,1785,8809725,1214.27,3969973,336.295,9458197,2711.02
3/12/2020,154.47,43266335,248.23,104618517,1676.61,11346214,1111.55,4716293,315.25,12071591,2480.64
3/11/2020,170.24,20397204,275.43,64094970,1820.86,5646831,1210.9,2741694,349.92,6058782,2741.38
3/10/2020,178.19,24517791,285.34,71322520,1891.82,7133310,1275.17,2743566,364.13,7604444,2882.23
3/9/2020,169.5,29949041,266.17,71686208,1800.61,7813232,1215.79,3462578,346.49,7405458,2746.56
3/6/2020,181.09,24559550,289.03,56544246,1901.09,5273580,1295.74,3232315,368.97,8147165,2972.37
3/5/2020,185.17,19333425,292.92,46893219,1924.03,4748210,1314.76,2718982,372.78,8746985,3023.94
3/4/2020,191.76,23062473,302.74,54794568,1975.83,4772919,1381.6,2379856,383.79,5487340,3130.12
3/3/2020,185.89,27984104,289.32,79868852,1908.99,7534491,1337.72,2830112,368.77,8364623,3003.37
3/2/2020,196.44,24948955,298.81,85349339,1953.95,6761651,1386.32,2771463,381.05,6997891,3090.23
2/28/2020,192.47,32583494,273.36,106721230,1883.75,9493797,1339.25,4010900,369.03,11178572,2954.22
2/27/2020,189.75,21682626,273.52,80151381,1884.3,8143993,1314.95,3114476,371.71,10967699,2978.76
2/26/2020,197.2,16555210,292.65,49678431,1979.59,5240402,1390.47,2490178,379.24,8961126,3116.39
2/25/2020,196.77,21433487,288.08,57668364,1972.74,6219094,1386.32,2578966,360.09,6481243,3128.21
2/24/2020,200.72,23080057,298.18,55548828,2009.29,6546997,1419.86,2478039,368.7,6936418,3225.89
2/21/2020,210.18,14098432,313.05,32426415,2095.97,4650740,1483.46,2126843,380.07,3935618,3337.75
2/20/2020,214.58,13109213,320.3,25141489,2153.1,3131342,1516.99,1298386,386,4079425,3373.23
2/19/2020,217.49,12135114,323.62,23495991,2170.22,2561165,1524.87,1137338,386.19,4896368,3386.15
2/18/2020,217.8,15630026,319,38190545,2155.67,2951070,1519.44,1284011,387.78,5180400,3370.29
2/14/2020,214.18,10741747,324.95,20028447,2134.87,2606169,1518.73,1159857,380.4,3736266,3380.16
2/13/2020,213.14,15396625,324.87,23686892,2149.87,3031791,1513.39,1145658,381.4,4485383,3373.94
2/12/2020,210.76,13813704,327.2,28432573,2160,3334264,1518.63,1552136,380.01,4624772,3379.45
2/11/2020,207.19,25030810,319.61,23580780,2150.8,5746011,1510.06,1742647,373.69,4772870,3357.75
2/10/2020,213.06,11856350,321.55,27337215,2133.91,5056235,1508.66,1915072,371.07,5294138,3352.09
2/7/2020,212.33,12242530,320.03,29421012,2079.28,5095347,1479.11,1418049,366.77,4385227,3327.71
2/6/2020,210.85,10567533,325.21,26356385,2050.23,3182954,1475.97,1891079,366.95,3920428,3345.78
2/5/2020,210.11,12538154,321.45,29706718,2039.87,4376174,1446.05,1818793,369.67,6437026,3334.69
2/4/2020,209.83,19628890,318.85,34154134,2049.67,5289338,1445.41,4793967,369.01,7161451,3297.59
2/3/2020,204.19,15510509,308.66,43496401,2004.2,5899094,1482.6,3608760,358,6674885,3248.92
1/31/2020,201.91,31359917,309.51,49897096,2008.72,15567283,1432.78,2191075,345.09,5230001,3225.52
1/30/2020,209.53,48775500,323.87,31685808,1870.68,6327438,1454.25,1355472,347.74,5328136,3283.66
1/29/2020,223.23,33610005,324.34,54149928,1858,2101390,1456.7,1081964,343.16,7649183,3273.4
1/28/2020,217.79,13413835,317.69,40558486,1853.25,2808040,1450.5,1486586,348.52,6821581,3276.24
1/27/2020,214.87,13810655,308.95,40485005,1828.34,3528509,1431.73,1706566,342.88,7709482,3243.63
1/24/2020,217.94,11905824,318.31,36634380,1861.64,3766181,1466.17,1489280,353.16,17939681,3295.47
1/23/2020,219.76,11195000,319.23,26117993,1884.58,2484613,1484.69,1332562,349.6,18200293,3325.54
1/22/2020,221.32,12212814,317.7,25458115,1887.46,3216257,1484.17,1422946,326,21729959,3321.75
1/21/2020,221.44,14162007,316.57,27235039,1892,3643771,1482.25,2387178,338.11,12705288,3320.79
1/17/2020,222.14,15905944,318.73,34454117,1864.72,3997340,1479.52,2621175,339.67,6066547,3329.62
1/16/2020,221.77,10015288,315.24,27207254,1877.94,2659493,1450.16,1304040,338.62,5015997,3316.81
1/15/2020,221.15,10036475,311.34,30480882,1862.02,2896592,1439.2,1077519,339.07,5158035,3289.29
1/14/2020,219.06,13315361,312.68,40653457,1869.44,3446381,1430.59,1305636,338.69,7201544,3283.15
1/13/2020,221.91,14295658,316.96,30028742,1891.3,2753903,1440.03,1525568,338.92,6216564,3288.13
1/10/2020,218.06,12127432,310.33,35217272,1883.16,2856959,1428.96,1313178,329.05,4720540,3265.35
1/9/2020,218.3,12679579,309.63,42621542,1901.05,3174962,1419.79,1661438,335.66,4717430,3274.7
1/8/2020,215.22,13492703,303.19,33090946,1891.97,3511966,1405.04,1766274,339.26,7109117,3253.05
1/7/2020,213.06,15111857,298.39,27877655,1906.86,4134010,1395.11,1726456,330.75,4742458,3237.18
1/6/2020,212.6,17073861,299.8,29644644,1902.88,4065698,1397.81,2339343,335.83,5668577,3246.28
1/3/2020,208.67,11197416,297.43,36633878,1874.97,3766604,1361.52,1170629,325.9,3795466,3234.85
1/2/2020,209.78,12090707,300.35,33911864,1898.01,4035910,1368.68,1364265,329.81,4348493,3257.85
12/31/2019,205.25,8962756,293.65,25247625,1847.84,2510380,1339.39,976061,323.57,3714837,3230.78
12/30/2019,204.41,10534441,291.52,36059614,1846.89,3677306,1339.71,1000592,323.31,4315267,3221.29
12/27/2019,208.1,10287634,289.8,36592936,1869.8,6188754,1354.64,1160873,329.09,5037156,3240.02
12/26/2019,207.79,9368273,289.91,23334004,1868.77,6024608,1362.47,1183800,332.63,3595854,3239.91
12/24/2019,205.12,6046273,284.27,12119714,1789.21,881337,1344.43,673410,333.2,2019322,3223.38
12/23/2019,206.18,13353194,284,24677883,1793,2137493,1350.63,996967,333.1,5767937,3224.01
12/20/2019,206.3,27315226,279.44,69032743,1786.5,5152460,1351.22,2513849,336.9,9923260,3221.22
12/19/2019,206.06,16808184,280.02,24626947,1792.28,2738320,1356.44,1521082,332.22,9833355,3205.37
12/18/2019,202.5,23284746,279.74,29024687,1784.03,3354137,1351.91,1166733,320.8,11210737,3191.14
12/17/2019,198.39,10177605,280.41,28575798,1790.66,3646697,1354.89,1648549,315.48,10437127,3192.52
12/16/2019,197.92,14922733,279.86,32081105,1769.21,3149345,1360.7,1406457,304.21,4660166,3191.45
12/13/2019,194.11,18806020,275.15,33432806,1760.94,2747909,1346.87,1658684,298.5,3883069,3168.8
12/12/2019,196.75,23766986,271.46,34437042,1760.33,3103949,1348.49,1456466,298.44,4771404,3168.57
12/11/2019,202.26,8041827,270.77,19723391,1748.72,2101318,1344.25,1024308,298.93,5607155,3141.63
12/10/2019,200.87,9485568,268.48,22632383,1739.21,2515644,1342.89,880430,293.12,10481239,3132.52
12/9/2019,201.34,12013218,266.92,32182645,1749.51,2502489,1342.99,1556889,302.5,5766006,3135.96
12/6/2019,201.05,12279525,270.71,26547493,1751.6,3119979,1339.39,1648729,307.35,4459684,3145.91
12/5/2019,199.36,9755350,265.58,18661343,1740.48,2827852,1326.96,1220631,302.86,4618867,3117.43
12/4/2019,198.71,8459939,261.74,16810388,1760.69,2680700,1318.94,1776392,304.32,3513551,3112.76
12/3/2019,198.82,13014170,259.45,29377268,1769.96,3529582,1294.74,1480026,306.16,5272447,3093.2
12/2/2019,199.7,11542020,264.16,23693550,1781.6,3931750,1288.86,1328889,309.99,6223135,3113.87
11/29/2019,201.64,7985231,267.25,11654363,1800.8,1923440,1304.09,640069,314.66,2411749,3140.98
11/27/2019,202,12760568,267.84,16386122,1818.51,3035846,1312.13,940536,315.93,4100975,3153.63
11/26/2019,198.97,11748664,264.29,26334882,1796.94,3190428,1313,1097089,312.49,5328348,3140.52
11/25/2019,199.79,15286442,266.37,21029517,1773.84,3489467,1305.64,1179658,315.55,7878943,3133.64
11/22/2019,198.82,9959817,261.78,16331263,1745.72,2479081,1293.67,1388912,310.48,5970056,3110.29
11/21/2019,197.93,12130985,262.01,30348778,1734.71,2662938,1300.14,1277338,311.69,7488373,3103.54
11/20/2019,197.51,12370240,263.19,26609919,1745.53,2793759,1301.86,1445870,305.16,5115546,3108.46
11/19/2019,199.32,19070291,266.29,19069597,1752.79,2274535,1312.59,1093629,302.6,5919710,3120.18
11/18/2019,197.4,16176107,267.1,21700897,1752.53,2841907,1319.84,1399374,302.57,8621566,3122.03
11/15/2019,195.1,11530232,265.76,25093666,1739.49,3931141,1333.54,1964955,295.03,6337779,3120.46
11/14/2019,193.15,9059897,262.64,22395556,1754.6,2269417,1309.15,1450039,289.62,6539771,3096.63
11/13/2019,193.19,11009800,264.47,25817593,1753.11,2926892,1296.18,936085,283.11,9233066,3094.04
11/12/2019,194.47,17615454,261.96,21847226,1778,2038925,1297.21,1444342,292.01,5774833,3091.84
11/11/2019,189.61,8637768,262.2,20507459,1771.65,1947810,1298.28,861860,294.18,3945885,3087.01
11/8/2019,190.84,10764784,260.14,17520495,1785.88,2126198,1309,1521892,291.57,4509588,3093.08
11/7/2019,190.42,13472998,259.43,23735083,1788.2,2651086,1306.94,2257005,289.57,5928471,3085.18
11/6/2019,191.55,10973019,257.24,18966124,1795.77,2029783,1291.01,1231265,288.59,3438257,3076.78
11/5/2019,194.32,9941954,257.13,19974427,1801.71,1885543,1291.44,1257427,288.03,4062370,3074.62
11/4/2019,194.72,16371292,257.5,25817952,1804.66,2771922,1289.61,1531622,292.86,5566213,3078.27
11/1/2019,193.62,21711829,255.82,37781334,1791.44,2790354,1272.25,1440607,286.81,5594293,3066.91
10/31/2019,191.65,42286529,248.76,34790520,1776.66,2781185,1258.8,1595154,287.41,5090021,3037.56
10/30/2019,188.25,28734559,243.26,31130522,1779.99,2449405,1260.7,1460193,291.45,9345562,3046.77
10/29/2019,189.31,13574874,243.29,35709867,1762.71,2276855,1260.66,2632715,281.21,4356181,3036.89
10/28/2019,189.4,13377192,249.05,23655368,1777.08,3634788,1288.98,3010505,281.86,6172256,3039.42
10/25/2019,187.89,8061240,246.58,18369296,1761.33,9626402,1264.3,1355248,276.82,4747829,3022.55
10/24/2019,186.38,11505406,243.58,17916255,1780.78,5204350,1259.11,1140478,271.5,4911033,3010.29
10/23/2019,186.15,12370819,243.18,19932545,1762.17,2190380,1257.63,1176281,271.27,7154430,3004.52
10/22/2019,182.34,19854192,239.96,22684001,1765.73,2234425,1241.2,1281821,266.69,11865593,2995.99
10/21/2019,189.76,8122598,240.51,21811567,1785.66,2130431,1244.28,904715,278.05,12599173,3006.72
10/18/2019,185.85,16584992,236.41,24248023,1757.51,3189382,1244.41,1453691,275.3,23212468,2986.2
10/17/2019,190.39,9761548,235.28,17272897,1787.48,2713773,1252.8,1063981,293.35,38462343,2997.95
10/16/2019,189.55,10560343,234.37,19286694,1777.43,2804068,1243,1151028,286.28,18413335,2989.69
10/15/2019,188.89,15143119,235.32,23040483,1767.38,3129244,1242.24,1527216,284.25,7728161,2995.68
10/14/2019,183.28,7203665,235.87,24413484,1736.43,1928898,1217.77,683926,285.53,5543120,2966.15
10/11/2019,184.19,14998754,236.21,41990210,1731.92,3279534,1215.71,1126452,282.93,8817301,2970.27
10/10/2019,180.03,8980978,230.09,28962984,1720.26,2721531,1209.47,668244,280.48,10961191,2938.13
10/9/2019,179.85,7648874,227.03,19029424,1721.99,2089335,1202.4,813216,267.53,6843488,2919.4
10/8/2019,177.75,10084896,224.4,29282700,1705.51,2626840,1190.13,1032426,270.72,6302269,2893.06
10/7/2019,179.68,9359793,227.06,30889269,1732.66,2187598,1208.25,879020,274.46,6796811,2938.79
10/4/2019,180.45,10476395,227.01,34755553,1739.65,2489277,1210.96,1228686,272.79,9992774,2952.01
10/3/2019,179.38,16789319,220.82,30352686,1724.42,3624371,1189.43,1469413,268.15,9068810,2910.63
10/2/2019,174.6,16374148,218.96,35767257,1713.23,3338476,1177.92,1674774,268.03,7773299,2887.61
10/1/2019,175.81,17261556,224.59,36187163,1735.65,3170460,1206,1282735,269.58,8786284,2940.25
9/30/2019,178.08,11071425,223.97,26318583,1735.91,2760768,1221.14,1294609,267.62,6823100,2976.74
9/27/2019,177.1,14663575,218.82,25361285,1725.45,3948029,1225.95,1722481,263.08,7367491,2961.79
9/26/2019,180.11,16280691,219.89,19088312,1739.84,3571952,1242.29,1171577,263.31,7696858,2977.62
9/25/2019,182.8,18339960,221.03,22481006,1768.33,3531098,1245.94,1355162,264.75,11846748,2984.87
9/24/2019,181.28,18775666,217.68,31434367,1741.61,4637901,1218.33,1835712,254.59,16392808,2966.6
9/23/2019,186.82,14370089,218.72,19419648,1785.3,3139142,1234.69,1197069,265.92,13610294,2991.78
9/20/2019,189.93,20359878,217.73,57977094,1794.16,5555839,1229.84,1937743,270.75,23954192,2992.07
9/19/2019,190.14,10474685,220.96,22187876,1821.5,2078335,1238.75,847002,286.6,8545761,3006.79
9/18/2019,188.14,9945798,222.77,25643093,1817.46,2536012,1232.65,892788,291.56,7841539,3006.73
9/17/2019,188.08,9751570,220.7,18386468,1822.55,2033058,1229.88,1047201,298.6,4817119,3005.7
9/16/2019,186.22,8444844,219.9,21158141,1807.84,3675473,1231.63,1410880,294.29,5307386,2997.96
9/13/2019,187.19,11441116,218.75,39763296,1839.34,1971317,1240.03,1183762,294.15,6583124,3007.39
9/12/2019,187.47,11419775,223.09,32226669,1843.55,2823505,1234.97,1582230,288.86,5010927,3009.57
9/11/2019,188.49,11761660,223.59,44289646,1822.99,2432767,1220,1176066,288.27,7405949,3000.93
9/10/2019,186.17,15455867,216.7,31777931,1820.55,2613879,1205.7,1396077,287.99,12320248,2979.39
9/9/2019,188.76,14722402,214.17,27309401,1831.35,2999515,1205.27,1592958,294.34,8232744,2978.43
9/6/2019,187.49,15226820,213.26,19362294,1833.51,2496933,1206.32,948580,290.17,5166556,2978.71
9/5/2019,190.9,13896621,213.28,23946984,1840.72,3325189,1212.19,1320656,293.25,8972356,2976
9/4/2019,187.14,11314571,209.19,19216820,1800.62,2326228,1182.27,1065666,291.52,4653665,2937.78
9/3/2019,182.39,9792187,205.7,20059574,1789.84,3546859,1169.55,1296116,289.29,3684177,2906.27
8/30/2019,185.67,10785722,208.74,21162561,1776.29,3064147,1190.53,903375,293.75,4447990,2926.46
8/29/2019,185.57,10135033,209.01,21007652,1786.4,3018012,1194.24,982098,296.78,4392532,2924.58
8/28/2019,181.76,9364533,205.53,15957632,1764.25,2411125,1173.75,833830,291.77,3889363,2887.94
8/27/2019,181.3,14408946,204.16,25897344,1761.83,3027245,1170.82,1173489,291.03,6314559,2869.16
8/26/2019,180.36,8780477,206.49,26066130,1768.87,3085320,1171.18,1058926,294.98,4696982,2878.38
8/23/2019,177.75,17331221,202.64,46882843,1749.62,5277898,1153.58,1813141,291.44,6331189,2847.11
8/22/2019,182.04,10829509,212.46,22267819,1805.6,2658388,1191.52,867915,296.93,4977042,2922.95
8/21/2019,183.55,8409548,212.64,21564747,1823.54,2039231,1191.58,708272,297.81,5689746,2924.43
8/20/2019,183.81,10087592,210.36,26919529,1801.38,1932835,1183.53,1010566,298.99,7352162,2900.51
8/19/2019,186.17,9699661,210.35,24431915,1816.12,2820303,1200.44,1222854,309.38,4951733,2923.65
8/16/2019,183.7,12844832,206.5,28813624,1792.57,3054240,1179.21,1265187,302.8,7090757,2888.68
8/15/2019,182.59,13059640,201.74,27883363,1776.12,3809948,1169.32,1430715,295.76,9683384,2847.6
8/14/2019,179.71,18903716,202.75,36547443,1762.96,4893649,1164.25,1771501,299.11,7355753,2840.6
8/13/2019,188.45,13653319,208.97,47539786,1824.34,4075021,1196.73,1430240,312.28,5338761,2926.32
8/12/2019,185.37,10936283,200.48,22481889,1784.92,2905498,1174.5,1103243,310.83,6531722,2883.75
8/9/2019,187.85,11058811,200.99,24619746,1807.58,2879770,1188.9,1020945,308.93,5349059,2918.65
8/8/2019,190.16,14828916,203.43,27009523,1832.89,3701242,1206.19,1505848,315.9,5905865,2938.09
8/7/2019,185.15,15833197,199.04,33364400,1793.4,4526884,1175.91,1534347,304.29,9322433,2883.98
8/6/2019,184.51,18035686,197,35824787,1787.83,5070258,1171.08,1800707,310.1,6179090,2881.77
8/5/2019,181.73,23086655,193.34,52392969,1765.13,6058212,1154.75,2391972,307.63,8692485,2844.74
8/2/2019,189.02,15296975,204.02,40862122,1823.24,4956225,1196.32,1745450,318.83,6280343,2932.05
8/1/2019,192.73,17777013,208.43,54017922,1855.32,4713311,1211.78,1771271,319.5,6563156,2953.56
7/31/2019,194.23,14593544,213.04,69281361,1866.78,4470727,1218.2,1997999,322.99,6259494,2980.38
7/30/2019,197.04,11903558,208.78,33935718,1898.53,2910888,1228,1430775,325.93,6029320,3013.18
7/29/2019,195.94,16530801,209.68,21673389,1912.45,4493190,1241.84,2069127,332.7,5782817,3020.97
7/26/2019,199.75,24433985,207.74,17618874,1943.05,4927143,1245.22,6060795,335.78,10847495,3025.86
7/25/2019,200.71,39889869,207.02,13909535,1973.82,4136394,1135.94,2738139,326.46,10798496,3003.67
7/24/2019,204.66,32532540,208.67,14991567,2000.81,2631300,1139.73,1359956,317.94,11961818,3019.56
7/23/2019,202.36,14583680,208.84,18355210,1994.49,2703480,1148.05,1032438,307.3,9171068,3005.47
7/22/2019,202.32,13589024,207.22,22277932,1985.63,2908111,1139.21,1446757,310.62,17725334,2985.03
7/19/2019,198.36,12098262,202.59,20929307,1964.52,3185612,1131.55,1159153,315.1,16302482,2976.61
7/18/2019,200.78,11956554,205.66,18582161,1977.9,3504252,1147.24,1273769,325.21,31305899,2995.11
7/17/2019,201.8,12083714,203.35,14107450,1992.03,2558809,1146.74,976894,362.44,13639536,2984.42
7/16/2019,203.84,12132720,204.5,16866816,2009.9,2618198,1153.46,1267641,365.99,5863222,3004.04
7/15/2019,203.91,16030335,205.21,16947420,2020.99,2981343,1150.51,1058431,366.6,7944680,3014.3
7/12/2019,204.87,15366272,203.3,17595212,2011,2509297,1145.34,1093933,373.25,6636937,3013.77
7/11/2019,201.23,13678457,201.75,20191842,2001.07,4317766,1144.08,1300529,379.5,4336287,2999.91
7/10/2019,202.73,20571702,203.23,17897138,2017.41,4931902,1140.91,1535546,381,5878790,2993.07
7/9/2019,199.21,14698611,201.24,20578015,1988.3,4345698,1124.29,1473622,379.93,6932822,2979.63
7/8/2019,195.76,9723858,200.02,25338628,1952.32,2883371,1116.79,1494371,376.16,3113402,2975.95
7/5/2019,196.4,11164107,204.23,17265518,1942.91,2628359,1132.66,1489678,380.55,3732162,2990.41
7/3/2019,197.2,10246119,204.41,11362045,1939,1690294,1122.99,1007718,381.72,3799009,2995.82
7/2/2019,195,9049979,202.73,16935217,1934.31,2651299,1112.6,1031919,375.43,3628962,2973.01
7/1/2019,193,14204690,201.55,27316739,1922.19,3203347,1100,1464449,374.6,5001518,2964.33
6/28/2019,193,16378878,197.92,31110642,1893.63,3037358,1082.8,1683568,367.32,4592706,2941.76
6/27/2019,189.5,11158983,199.74,20899717,1904.28,2141721,1076.63,1203914,370.02,4138575,2924.92
6/26/2019,187.66,12808604,199.8,26067512,1897.83,2441910,1080.32,1734873,362.2,3669677,2913.78
6/25/2019,188.84,16750309,195.57,21070334,1878.27,3012347,1087.58,1582217,360.3,5750383,2917.38
6/24/2019,192.6,15508955,198.58,18220421,1913.9,2282969,1116.7,1211893,371.04,4830240,2945.35
6/21/2019,191.14,22751159,198.78,47800589,1911.3,3933576,1125.37,2538872,369.21,7448356,2950.46
6/20/2019,189.53,14635740,199.46,21513988,1918.19,3217153,1113.2,1200908,365.21,5899467,2954.18
6/19/2019,187.48,21417092,197.87,21124235,1908.79,2895347,1104.51,1336015,363.52,5667156,2926.46
6/18/2019,188.47,37571352,198.45,26551004,1901.37,3895728,1105.24,1726312,357.12,5428542,2917.75
6/17/2019,189.01,29459881,193.89,14669144,1886.03,2634342,1093.89,988491,350.62,5358219,2889.67
6/14/2019,181.33,16773691,192.74,18761474,1869.67,2851163,1086.3,1229304,339.73,5019011,2886.98
6/13/2019,177.47,12253569,194.15,21674625,1870.3,2795810,1091.01,1040661,343.43,6209347,2891.64
6/12/2019,175.04,17699806,194.19,18253189,1855.32,2678335,1079.1,1183650,345.56,4584704,2879.84
6/11/2019,178.1,15266644,194.81,26932882,1863.7,4042694,1081.04,1675817,351.27,5396712,2885.72
6/10/2019,174.82,14767918,192.58,26220851,1860.63,5371007,1082.76,1425464,352.01,7810261,2886.73
6/7/2019,173.35,16917343,190.15,30684393,1804.03,4808246,1068.37,2191357,360.87,4777321,2873.34
