,beat,population,square_mileage,households,percent_white,percent_hispanic,percent_black,percent_asian,percent_mixed,percent_other,med_income,percent_on_fs,percent_bachelors,percent_high_school,percent_no_high_school
126,1033,12579.9155622272,0.6460658582,2324.5171668042003,4.9444443533091365,65.67247614290221,28.240637617220425,0.3474312313361984,0.7950001400454055,1.0248243667636757e-05,26637.9464889786,37.25374286375157,10.054681859559416,40.6335644150516,49.31299199684697
127,1034,11860.855430818,1.2856981536,3023.4861756104,10.402150680680796,65.57443851001479,21.55287162218617,0.7931878505866901,0.9143032401594746,0.7630476930790671,38438.95954901,28.769610932045698,20.57147366518827,40.2255901789526,39.20417650294347
128,1111,9376.2042281262,1.0359669916,2542.6845688366,2.056628359542858,44.64426073088795,52.65105118352649,0.3285168119504127,0.3194831995856225,5.973042890000305e-05,34871.9311600747,43.59532604405539,15.273916683788652,57.375823356497605,27.350501474273752
129,1112,7155.9580668629005,0.3155917819,2131.3582170366,1.0296122364059628,34.5250220351778,61.81812703352797,3.0481151225585983e-05,1.0554922905719577,1.5717159827979024,28693.3338697218,48.60795379137854,12.580415957057983,52.03293960676538,35.38703585502304
130,1113,4035.1883439222,0.3717578058,1211.0050162322,2.312269786324476,2.4385584728234733,94.34050061171064,0.0120481267158758,0.8363128423318685,0.0603101601159591,26372.0360685332,50.985766569236986,9.43954186793884,59.88500200390404,30.675271148777583
131,1114,2191.7130021815,0.1997604207999999,711.4979971061999,0.9677562816795996,2.761033245770229,96.27118633944971,0.0,2.47200020924607e-05,0.0,27976.4430704782,43.88311334893275,11.691137852643289,67.57328051951684,20.73603178423669
132,1115,2493.9577806279,0.1719088809,759.2785875728999,2.299486052336521,1.6961281933469623,94.29115476456649,0.2224592212504567,1.4516126974926304,0.0391591896096219,22484.559920812,54.26268907803785,10.280840255426376,60.78854552597445,28.929016312341755
133,1121,6090.1961181019,0.4416623793999999,2057.0913575263003,9.472334212751008,29.05003555090273,60.84611996836024,0.0728731482506544,0.4892917409938392,0.0693455896871224,34102.379689355,42.45247451281633,22.657446468208285,56.52430747036531,20.81987835988801
134,1122,6806.2309073613,0.560782006,2144.1936306516,1.040529117106555,8.318928038113118,89.59199160696215,0.0730066899805847,0.6805057170673704,0.2950387300595593,24959.501213335,53.79023787380633,13.02305833349054,58.83735177982279,28.13960513712956
135,1123,4189.126404832899,0.3853942354999999,1602.2483547091,3.5635955990102137,3.0586753968172773,92.71585987753524,0.036533482924611,0.4686095018797374,0.156726112122699,19291.0854391082,55.37148979591717,16.150977450915583,58.67129330855703,25.178060260836386
