fips,state,county,population,vaccinationRate,cases,deaths,Region
54051,WV,Marshall County,30531,0.422,6120,133,Southeast
54053,WV,Mason County,26516,0.363,4331,69,Southeast
54055,WV,Mercer County,58758,0.44,11076,202,Southeast
54057,WV,Mineral County,26868,0.38,5418,137,Southeast
54059,WV,Mingo County,23424,0.285,5389,98,Southeast
54061,WV,Monongalia County,105612,0.539,15710,158,Southeast
54063,WV,Monroe County,13275,0.399,2617,31,Southeast
54065,WV,Morgan County,17884,0.313,2847,53,Southeast
54067,WV,Nicholas County,24496,0.466,4910,74,Southeast
54069,WV,Ohio County,41411,0.578,7425,129,Southeast
54071,WV,Pendleton County,6969,0.47,1321,16,Southeast
54073,WV,Pleasants County,7460,0.418,1578,31,Southeast
54075,WV,Pocahontas County,8247,0.482,1364,22,Southeast
54077,WV,Preston County,33432,0.412,6445,112,Southeast
54079,WV,Putnam County,56450,0.512,10690,147,Southeast
54081,WV,Raleigh County,73361,0.471,13924,225,Southeast
54083,WV,Randolph County,28695,0.486,5933,64,Southeast
54085,WV,Ritchie County,9554,0.419,1696,24,Southeast
54087,WV,Roane County,13688,0.43,2038,28,Southeast
54089,WV,Summers County,12573,0.421,1727,38,Southeast
54091,WV,Taylor County,16695,0.433,2934,51,Southeast
54093,WV,Tucker County,6839,0.539,1317,32,Southeast
54095,WV,Tyler County,8591,0.372,1522,25,Southeast
54097,WV,Upshur County,24176,0.445,4804,74,Southeast
54099,WV,Wayne County,39402,0.437,6561,94,Southeast
54101,WV,Webster County,8114,0.443,1532,27,Southeast
54103,WV,Wetzel County,15065,0.493,2993,68,Southeast
54105,WV,Wirt County,5821,0.4,1014,18,Southeast
54107,WV,Wood County,83518,0.458,15367,277,Southeast
54109,WV,Wyoming County,20394,0.479,4265,76,Southeast
55001,WI,Adams County,20220,0.54,3393,41,Great Lakes
55003,WI,Ashland County,15562,0.67,2411,26,Great Lakes
55005,WI,Barron County,45244,0.512,10566,116,Great Lakes
55007,WI,Bayfield County,15036,0.782,2258,33,Great Lakes
55009,WI,Brown County,264542,0.614,59510,374,Great Lakes
55011,WI,Buffalo County,13031,0.484,2551,10,Great Lakes
55013,WI,Burnett County,15414,0.541,3029,36,Great Lakes
55015,WI,Calumet County,50089,0.534,10786,91,Great Lakes
55017,WI,Chippewa County,64658,0.543,13937,144,Great Lakes
55019,WI,Clark County,34774,0.355,6035,106,Great Lakes
55021,WI,Columbia County,57532,0.64,10302,103,Great Lakes
55023,WI,Crawford County,16131,0.56,3023,25,Great Lakes
55025,WI,Dane County,546695,0.795,72552,409,Great Lakes
55027,WI,Dodge County,87839,0.492,20357,276,Great Lakes
55029,WI,Door County,27668,0.749,4810,49,Great Lakes
55031,WI,Douglas County,43150,0.417,8127,71,Great Lakes
55033,WI,Dunn County,45368,0.468,9590,61,Great Lakes
55035,WI,Eau Claire County,104646,0.592,20991,163,Great Lakes
55037,WI,Florence County,4295,0.536,796,15,Great Lakes
55039,WI,Fond du Lac County,103403,0.526,22905,198,Great Lakes
55041,WI,Forest County,9004,0.57,1896,40,Great Lakes
55043,WI,Grant County,51439,0.527,9550,127,Great Lakes
55045,WI,Green County,36960,0.614,6296,45,Great Lakes
55047,WI,Green Lake County,18913,0.53,3804,49,Great Lakes
55049,WI,Iowa County,23678,0.664,3566,23,Great Lakes
55051,WI,Iron County,5687,0.641,1050,44,Great Lakes
55053,WI,Jackson County,20643,0.479,4300,39,Great Lakes
55055,WI,Jefferson County,84769,0.547,15543,191,Great Lakes
55057,WI,Juneau County,26687,0.502,5568,50,Great Lakes
55059,WI,Kenosha County,169561,0.558,31398,476,Great Lakes
55061,WI,Kewaunee County,20434,0.498,4542,51,Great Lakes
55063,WI,La Crosse County,118016,0.658,22287,139,Great Lakes
55065,WI,Lafayette County,16665,0.576,2702,18,Great Lakes
55067,WI,Langlade County,19189,0.517,3869,66,Great Lakes
55069,WI,Lincoln County,27593,0.529,5412,125,Great Lakes
55071,WI,Manitowoc County,78981,0.576,15613,139,Great Lakes
55073,WI,Marathon County,135692,0.571,28736,391,Great Lakes
55075,WI,Marinette County,40350,0.507,8930,95,Great Lakes
55077,WI,Marquette County,15574,0.513,2902,39,Great Lakes
55078,WI,Menominee County,4556,0.764,1046,11,Great Lakes
55079,WI,Milwaukee County,945726,0.6,186276,1811,Great Lakes
55081,WI,Monroe County,46253,0.509,8479,67,Great Lakes
55083,WI,Oconto County,37930,0.507,8849,88,Great Lakes
55085,WI,Oneida County,35595,0.629,6369,114,Great Lakes
55087,WI,Outagamie County,187885,0.609,39334,304,Great Lakes
55089,WI,Ozaukee County,89221,0.687,15930,131,Great Lakes
55091,WI,Pepin County,7287,0.473,1488,15,Great Lakes
55093,WI,Pierce County,42754,0.42,8449,60,Great Lakes
55095,WI,Polk County,43783,0.486,9463,108,Great Lakes
55097,WI,Portage County,70772,0.592,12866,130,Great Lakes
55099,WI,Price County,13351,0.595,2560,22,Great Lakes
55101,WI,Racine County,196311,0.571,40910,515,Great Lakes
55103,WI,Richland County,17252,0.562,2767,37,Great Lakes
55105,WI,Rock County,163354,0.655,29298,282,Great Lakes
55107,WI,Rusk County,14178,0.391,2767,41,Great Lakes
55109,WI,St. Croix County,90687,0.474,18139,116,Great Lakes
55111,WI,Sauk County,64442,0.605,11183,82,Great Lakes
55113,WI,Sawyer County,16558,0.575,3513,49,Great Lakes
55115,WI,Shawano County,40899,0.51,8796,110,Great Lakes
55117,WI,Sheboygan County,115340,0.588,23417,203,Great Lakes
55119,WI,Taylor County,20343,0.338,3835,61,Great Lakes
55121,WI,Trempealeau County,29649,0.628,6190,55,Great Lakes
55123,WI,Vernon County,30822,0.53,4105,74,Great Lakes
55125,WI,Vilas County,22195,0.634,3710,70,Great Lakes
55127,WI,Walworth County,103868,0.511,19659,218,Great Lakes
55129,WI,Washburn County,15720,0.61,3099,34,Great Lakes
55131,WI,Washington County,136034,0.549,28716,257,Great Lakes
55133,WI,Waukesha County,404198,0.667,77487,840,Great Lakes
55135,WI,Waupaca County,50990,0.518,10386,216,Great Lakes
55137,WI,Waushara County,24443,0.428,4572,72,Great Lakes
55139,WI,Winnebago County,171907,0.581,35588,312,Great Lakes
55141,WI,Wood County,72999,0.586,14931,174,Great Lakes
56001,WY,Albany County,38880,0.516,7048,43,Rocky Mountain
56003,WY,Big Horn County,11790,0.36,2185,58,Rocky Mountain
56005,WY,Campbell County,46341,0.279,9585,130,Rocky Mountain
56007,WY,Carbon County,14800,0.423,3319,46,Rocky Mountain
56009,WY,Converse County,13822,0.317,2386,48,Rocky Mountain
56011,WY,Crook County,7584,0.283,1024,22,Rocky Mountain
56013,WY,Fremont County,39261,0.607,9719,159,Rocky Mountain
56015,WY,Goshen County,13211,0.374,2717,52,Rocky Mountain
56017,WY,Hot Springs County,4413,0.462,901,11,Rocky Mountain
56019,WY,Johnson County,8445,0.404,1389,17,Rocky Mountain
56021,WY,Laramie County,99500,0.507,18648,231,Rocky Mountain
56023,WY,Lincoln County,19830,0.397,3087,27,Rocky Mountain
56025,WY,Natrona County,79858,0.42,16785,235,Rocky Mountain
56027,WY,Niobrara County,2356,0.301,501,8,Rocky Mountain
56029,WY,Park County,29194,0.439,5667,117,Rocky Mountain
56031,WY,Platte County,8393,0.392,1579,35,Rocky Mountain
56033,WY,Sheridan County,30485,0.488,6014,61,Rocky Mountain
56035,WY,Sublette County,9831,0.331,1527,23,Rocky Mountain
56037,WY,Sweetwater County,42343,0.44,8320,107,Rocky Mountain
56039,WY,Teton County,23464,0.887,5950,14,Rocky Mountain
56041,WY,Uinta County,20226,0.462,4154,31,Rocky Mountain
56043,WY,Washakie County,7805,0.403,1879,37,Rocky Mountain
56045,WY,Weston County,6927,0.345,1254,14,Rocky Mountain
