fips,state,county,population,vaccinationRate,cases,deaths,Region
39025,OH,Clermont County,206428,0.542,35711,405,Great Lakes
39027,OH,Clinton County,41968,0.447,7344,115,Great Lakes
39029,OH,Columbiana County,101883,0.467,19079,382,Great Lakes
39031,OH,Coshocton County,36600,0.371,6129,131,Great Lakes
39033,OH,Crawford County,41494,0.43,8448,165,Great Lakes
39035,OH,Cuyahoga County,1235072,0.612,227664,2828,Great Lakes
39037,OH,Darke County,51113,0.374,9360,189,Great Lakes
39039,OH,Defiance County,38087,0.469,8041,129,Great Lakes
39041,OH,Delaware County,209177,0.714,31370,198,Great Lakes
39043,OH,Erie County,74266,0.566,15002,219,Great Lakes
39045,OH,Fairfield County,157574,0.543,28001,316,Great Lakes
39047,OH,Fayette County,28525,0.413,5606,80,Great Lakes
39049,OH,Franklin County,1316756,0.608,208679,1955,Great Lakes
39051,OH,Fulton County,42126,0.504,8032,136,Great Lakes
39053,OH,Gallia County,29898,0.444,5155,85,Great Lakes
39055,OH,Geauga County,93649,0.588,13413,206,Great Lakes
39057,OH,Greene County,168937,0.627,26852,405,Great Lakes
39059,OH,Guernsey County,38875,0.425,7802,100,Great Lakes
39061,OH,Hamilton County,817473,0.595,131890,1649,Great Lakes
39063,OH,Hancock County,75783,0.486,12894,213,Great Lakes
39065,OH,Hardin County,31365,0.365,5449,121,Great Lakes
39067,OH,Harrison County,15040,0.413,2444,58,Great Lakes
39069,OH,Henry County,27006,0.516,4810,89,Great Lakes
39071,OH,Highland County,43161,0.36,7612,137,Great Lakes
39073,OH,Hocking County,28264,0.46,4709,96,Great Lakes
39075,OH,Holmes County,43960,0.174,4321,157,Great Lakes
39077,OH,Huron County,58266,0.455,11334,174,Great Lakes
39079,OH,Jackson County,32413,0.447,6371,110,Great Lakes
39081,OH,Jefferson County,65325,0.483,10833,251,Great Lakes
39083,OH,Knox County,62322,0.413,9906,189,Great Lakes
39085,OH,Lake County,230149,0.625,41121,556,Great Lakes
39087,OH,Lawrence County,59463,0.467,11750,183,Great Lakes
39089,OH,Licking County,176862,0.522,31025,372,Great Lakes
39091,OH,Logan County,45672,0.407,7817,135,Great Lakes
39093,OH,Lorain County,309833,0.601,53732,729,Great Lakes
39095,OH,Lucas County,428348,0.55,71957,1087,Great Lakes
39097,OH,Madison County,44731,0.484,7200,101,Great Lakes
39099,OH,Mahoning County,228683,0.541,41554,875,Great Lakes
39101,OH,Marion County,65093,0.459,14953,217,Great Lakes
39103,OH,Medina County,179746,0.611,31996,394,Great Lakes
39105,OH,Meigs County,22907,0.446,3302,67,Great Lakes
39107,OH,Mercer County,41172,0.367,7478,110,Great Lakes
39109,OH,Miami County,106987,0.453,19397,375,Great Lakes
39111,OH,Monroe County,13654,0.446,2611,67,Great Lakes
39113,OH,Montgomery County,531687,0.534,89842,1512,Great Lakes
39115,OH,Morgan County,14508,0.402,2408,46,Great Lakes
39117,OH,Morrow County,35328,0.397,5903,72,Great Lakes
39119,OH,Muskingum County,86215,0.463,18441,229,Great Lakes
39121,OH,Noble County,14424,0.414,2423,50,Great Lakes
39123,OH,Ottawa County,40525,0.589,6527,114,Great Lakes
39125,OH,Paulding County,18672,0.404,3594,61,Great Lakes
39127,OH,Perry County,36134,0.389,6252,92,Great Lakes
39129,OH,Pickaway County,58457,0.482,13418,168,Great Lakes
39131,OH,Pike County,27772,0.419,5096,81,Great Lakes
39133,OH,Portage County,162466,0.546,27108,334,Great Lakes
39135,OH,Preble County,40882,0.409,7062,150,Great Lakes
39137,OH,Putnam County,33861,0.466,6728,131,Great Lakes
39139,OH,Richland County,121154,0.418,24142,396,Great Lakes
39141,OH,Ross County,76666,0.482,13174,240,Great Lakes
39143,OH,Sandusky County,58518,0.504,10622,192,Great Lakes
39145,OH,Scioto County,75314,0.471,13913,197,Great Lakes
39147,OH,Seneca County,55178,0.465,9935,188,Great Lakes
39149,OH,Shelby County,48590,0.344,8261,151,Great Lakes
39151,OH,Stark County,370606,0.517,63226,1320,Great Lakes
39153,OH,Summit County,541013,0.6,90813,1305,Great Lakes
39155,OH,Trumbull County,197974,0.524,32074,705,Great Lakes
39157,OH,Tuscarawas County,91987,0.423,16336,403,Great Lakes
39159,OH,Union County,58988,0.591,10864,81,Great Lakes
39161,OH,Van Wert County,28275,0.412,5098,112,Great Lakes
39163,OH,Vinton County,13085,0.378,2074,43,Great Lakes
39165,OH,Warren County,234602,0.61,40697,449,Great Lakes
39167,OH,Washington County,59911,0.532,9299,165,Great Lakes
39169,OH,Wayne County,115710,0.434,18059,331,Great Lakes
39171,OH,Williams County,36692,0.426,7119,127,Great Lakes
39173,OH,Wood County,130817,0.593,22809,275,Great Lakes
39175,OH,Wyandot County,21772,0.455,4191,82,Great Lakes
40001,OK,Adair County,22194,0.33,5150,63,Southwest
40003,OK,Alfalfa County,5702,0.437,1425,10,Southwest
40005,OK,Atoka County,13758,0.338,2827,40,Southwest
40007,OK,Beaver County,5311,0.295,672,10,Southwest
40009,OK,Beckham County,21859,0.393,4248,84,Southwest
40011,OK,Blaine County,9429,0.445,1702,32,Southwest
40013,OK,Bryan County,47995,0.4,9385,118,Southwest
40015,OK,Caddo County,28762,0.6,5640,137,Southwest
40017,OK,Canadian County,148306,0.547,25428,312,Southwest
40019,OK,Carter County,48111,0.416,9625,200,Southwest
40021,OK,Cherokee County,48657,0.446,9429,126,Southwest
40023,OK,Choctaw County,14672,0.335,2867,52,Southwest
40025,OK,Cimarron County,2137,0.304,416,0,Southwest
40027,OK,Cleveland County,284014,0.512,47093,643,Southwest
40029,OK,Coal County,5495,0.382,1105,20,Southwest
40031,OK,Comanche County,120749,0.584,22094,330,Southwest
40033,OK,Cotton County,5666,0.473,1028,23,Southwest
40035,OK,Craig County,14142,0.506,3342,36,Southwest
40037,OK,Creek County,71522,0.414,12165,277,Southwest
40039,OK,Custer County,29003,0.46,5704,134,Southwest
40041,OK,Delaware County,43009,0.364,7926,168,Southwest
40043,OK,Dewey County,4891,0.245,769,24,Southwest
40045,OK,Ellis County,3859,0.335,556,6,Southwest
40047,OK,Garfield County,61056,0.475,10966,220,Southwest
40049,OK,Garvin County,27711,0.444,5143,107,Southwest
40051,OK,Grady County,55834,0.358,9044,200,Southwest
40053,OK,Grant County,4333,0.409,741,8,Southwest
40055,OK,Greer County,5712,0.35,840,27,Southwest
40057,OK,Harmon County,2653,0.466,404,9,Southwest
40059,OK,Harper County,3688,0.427,551,10,Southwest
40061,OK,Haskell County,12627,0.392,1934,32,Southwest
40063,OK,Hughes County,13279,0.435,1836,48,Southwest
40065,OK,Jackson County,24530,0.515,4410,89,Southwest
40067,OK,Jefferson County,6002,0.396,976,20,Southwest
40069,OK,Johnston County,11085,0.399,2044,49,Southwest
40071,OK,Kay County,43538,0.403,8465,172,Southwest
40073,OK,Kingfisher County,15765,0.454,2763,56,Southwest
40075,OK,Kiowa County,8708,0.492,1245,45,Southwest
40077,OK,Latimer County,10073,0.326,1633,28,Southwest
40079,OK,Le Flore County,49853,0.369,8753,94,Southwest
40081,OK,Lincoln County,34877,0.379,5272,118,Southwest
40083,OK,Logan County,48011,0.323,6686,127,Southwest
40085,OK,Love County,10253,0.4,2075,30,Southwest
40087,OK,McClain County,40474,0.458,8112,107,Southwest
40089,OK,McCurtain County,32832,0.339,5944,139,Southwest
40091,OK,McIntosh County,19596,0.523,3064,106,Southwest
40093,OK,Major County,7629,0.474,1467,34,Southwest
40095,OK,Marshall County,16931,0.426,2959,31,Southwest
40097,OK,Mayes County,41100,0.41,7280,133,Southwest
40099,OK,Murray County,14073,0.43,2837,57,Southwest
40101,OK,Muskogee County,67997,0.484,14243,279,Southwest
40103,OK,Noble County,11131,0.591,2022,34,Southwest
40105,OK,Nowata County,10076,0.408,1956,33,Southwest
40107,OK,Okfuskee County,11993,0.446,2503,49,Southwest
40109,OK,Oklahoma County,797434,0.61,130316,1983,Southwest
40111,OK,Okmulgee County,38465,0.409,6606,153,Southwest
40113,OK,Osage County,46963,0.332,7556,139,Southwest
40115,OK,Ottawa County,31127,0.37,6667,106,Southwest
40117,OK,Pawnee County,16376,0.471,2900,69,Southwest
40119,OK,Payne County,81784,0.465,12814,127,Southwest
40121,OK,Pittsburg County,43654,0.434,7275,169,Southwest
40123,OK,Pontotoc County,38284,0.489,7425,108,Southwest
40125,OK,Pottawatomie County,72592,0.457,13389,214,Southwest
40127,OK,Pushmataha County,11096,0.34,1883,40,Southwest
40129,OK,Roger Mills County,3583,0.346,686,12,Southwest
40131,OK,Rogers County,92459,0.442,17331,312,Southwest
40133,OK,Seminole County,24258,0.495,4179,107,Southwest
40135,OK,Sequoyah County,41569,0.375,7130,94,Southwest
40137,OK,Stephens County,43143,0.45,8217,156,Southwest
40139,OK,Texas County,19983,0.415,4507,42,Southwest
40141,OK,Tillman County,7250,0.47,1081,26,Southwest
40143,OK,Tulsa County,651552,0.582,117450,1809,Southwest
40145,OK,Wagoner County,81289,0.447,13729,219,Southwest
40147,OK,Washington County,51527,0.413,9041,210,Southwest
40149,OK,Washita County,10916,0.373,1739,34,Southwest
40151,OK,Woods County,8793,0.396,1783,30,Southwest
40153,OK,Woodward County,20211,0.363,4194,55,Southwest
41001,OR,Baker County,16124,0.686,2310,36,Far west
41003,OR,Benton County,93053,0.72,6767,43,Far west
41005,OR,Clackamas County,418187,0.658,35476,428,Far west
41007,OR,Clatsop County,40224,0.633,2830,36,Far west
41009,OR,Columbia County,52354,0.577,4755,61,Far west
41011,OR,Coos County,64487,0.551,6396,122,Far west
41013,OR,Crook County,24404,0.486,3650,60,Far west
41015,OR,Curry County,22925,0.533,2006,40,Far west
41017,OR,Deschutes County,197692,0.661,26067,215,Far west
41019,OR,Douglas County,110980,0.508,14269,315,Far west
41021,OR,Gilliam County,1912,0.434,197,4,Far west
41023,OR,Grant County,7199,0.44,1174,17,Far west
41025,OR,Harney County,7393,0.445,1254,34,Far west
41027,OR,Hood River County,23382,0.807,2304,38,Far west
41029,OR,Jackson County,220944,0.558,26640,390,Far west
41031,OR,Jefferson County,24658,0.595,4437,69,Far west
41033,OR,Josephine County,87487,0.486,10997,266,Far west
41035,OR,Klamath County,68238,0.487,9396,169,Far west
41037,OR,Lake County,7869,0.383,1081,21,Far west
41039,OR,Lane County,382067,0.652,32273,383,Far west
41041,OR,Lincoln County,49962,0.68,3915,58,Far west
41043,OR,Linn County,129749,0.532,15971,206,Far west
41045,OR,Malheur County,30571,0.45,6040,94,Far west
41047,OR,Marion County,347818,0.597,42126,547,Far west
41049,OR,Morrow County,11603,0.52,2049,25,Far west
41051,OR,Multnomah County,812855,0.758,65814,902,Far west
41053,OR,Polk County,86085,0.606,8857,111,Far west
41055,OR,Sherman County,1780,0.558,201,3,Far west
41057,OR,Tillamook County,27036,0.623,2382,49,Far west
41059,OR,Umatilla County,77950,0.528,15664,187,Far west
41061,OR,Union County,26835,0.472,3528,64,Far west
41063,OR,Wallowa County,7208,0.572,787,13,Far west
41065,OR,Wasco County,26682,0.627,3322,48,Far west
41067,OR,Washington County,601592,0.726,45682,442,Far west
41069,OR,Wheeler County,1332,0.535,139,2,Far west
41071,OR,Yamhill County,107100,0.604,10507,157,Far west
42001,PA,Adams County,103009,0.478,18341,274,Mideast
42003,PA,Allegheny County,1216045,0.648,176336,2725,Mideast
42005,PA,Armstrong County,64735,0.564,11890,275,Mideast
42007,PA,Beaver County,163929,0.514,29633,604,Mideast
42009,PA,Bedford County,47888,0.351,8761,226,Mideast
42011,PA,Berks County,421164,0.542,76376,1319,Mideast
42013,PA,Blair County,121829,0.468,22985,499,Mideast
42015,PA,Bradford County,60323,0.373,10811,154,Mideast
42017,PA,Bucks County,628270,0.59,91995,1553,Mideast
42019,PA,Butler County,187853,0.592,32851,614,Mideast
42021,PA,Cambria County,130192,0.514,25426,620,Mideast
42023,PA,Cameron County,4447,0.532,647,13,Mideast
42025,PA,Carbon County,64182,0.56,11890,232,Mideast
42027,PA,Centre County,162385,0.561,26176,289,Mideast
42029,PA,Chester County,524989,0.654,66965,967,Mideast
42031,PA,Clarion County,38438,0.413,6526,171,Mideast
42033,PA,Clearfield County,79255,0.465,14487,260,Mideast
42035,PA,Clinton County,38632,0.423,6803,105,Mideast
42037,PA,Columbia County,64964,0.559,10988,191,Mideast
42039,PA,Crawford County,84629,0.45,15155,260,Mideast
42041,PA,Cumberland County,253370,0.594,36898,721,Mideast
42043,PA,Dauphin County,278299,0.561,43920,758,Mideast
42045,PA,Delaware County,566747,0.591,79520,1582,Mideast
42047,PA,Elk County,29910,0.532,5335,76,Mideast
42049,PA,Erie County,269728,0.553,41463,630,Mideast
42051,PA,Fayette County,129274,0.512,23005,539,Mideast
42053,PA,Forest County,7247,0.688,1854,31,Mideast
42055,PA,Franklin County,155027,0.414,29682,550,Mideast
42057,PA,Fulton County,14530,0.287,3142,49,Mideast
42059,PA,Greene County,36233,0.43,6341,80,Mideast
42061,PA,Huntingdon County,45144,0.458,8475,203,Mideast
42063,PA,Indiana County,84073,0.418,12529,297,Mideast
42065,PA,Jefferson County,43425,0.453,6882,185,Mideast
42067,PA,Juniata County,24763,0.379,3815,147,Mideast
42069,PA,Lackawanna County,209674,0.652,29690,598,Mideast
42071,PA,Lancaster County,545724,0.538,91511,1554,Mideast
42073,PA,Lawrence County,85512,0.484,14539,334,Mideast
42075,PA,Lebanon County,141793,0.488,27333,400,Mideast
42077,PA,Lehigh County,369318,0.667,63964,1047,Mideast
42079,PA,Luzerne County,317417,0.59,53501,1070,Mideast
42081,PA,Lycoming County,113299,0.493,21785,443,Mideast
42083,PA,McKean County,40625,0.414,6322,114,Mideast
42085,PA,Mercer County,109424,0.481,18155,430,Mideast
42087,PA,Mifflin County,46138,0.456,9241,238,Mideast
42089,PA,Monroe County,170271,0.53,26142,417,Mideast
42091,PA,Montgomery County,830915,0.609,110575,1996,Mideast
42093,PA,Montour County,18230,0.727,3280,81,Mideast
42095,PA,Northampton County,305285,0.626,58875,882,Mideast
42097,PA,Northumberland County,90843,0.54,17071,471,Mideast
42099,PA,Perry County,46272,0.448,6846,154,Mideast
42101,PA,Philadelphia County,1584064,0.606,225031,4257,Mideast
42103,PA,Pike County,55809,0.485,7168,73,Mideast
42105,PA,Potter County,16526,0.345,2580,79,Mideast
42107,PA,Schuylkill County,141359,0.554,26171,554,Mideast
42109,PA,Snyder County,40372,0.402,6283,127,Mideast
42111,PA,Somerset County,73447,0.448,14042,330,Mideast
42113,PA,Sullivan County,6066,0.507,797,28,Mideast
42115,PA,Susquehanna County,40328,0.393,5757,86,Mideast
42117,PA,Tioga County,40591,0.412,6240,172,Mideast
42119,PA,Union County,44923,0.464,8991,133,Mideast
42121,PA,Venango County,50668,0.436,8951,200,Mideast
42123,PA,Warren County,39191,0.436,5600,180,Mideast
42125,PA,Washington County,206865,0.585,35399,513,Mideast
42127,PA,Wayne County,51361,0.542,7603,140,Mideast
42129,PA,Westmoreland County,348899,0.541,59161,1121,Mideast
42131,PA,Wyoming County,26794,0.562,3805,89,Mideast
42133,PA,York County,449058,0.521,86112,1195,Mideast
44001,RI,Bristol County,48479,0.754,7660,156,New England
44003,RI,Kent County,164292,0.749,29360,424,New England
44005,RI,Newport County,82082,0.753,11558,59,New England
44007,RI,Providence County,638931,0.665,138925,2204,New England
44009,RI,Washington County,125577,0.752,18649,192,New England
45001,SC,Abbeville County,24527,0.378,4282,54,Southeast
45003,SC,Aiken County,170872,0.445,28969,368,Southeast
45005,SC,Allendale County,8688,0.549,1408,21,Southeast
45007,SC,Anderson County,202558,0.384,40080,819,Southeast
45009,SC,Bamberg County,14066,0.485,2253,64,Southeast
45011,SC,Barnwell County,20866,0.526,4060,88,Southeast
45013,SC,Beaufort County,192122,0.648,28961,325,Southeast
45015,SC,Berkeley County,227907,0.452,33348,365,Southeast
45017,SC,Calhoun County,14553,0.371,1878,54,Southeast
45019,SC,Charleston County,411406,0.619,71954,755,Southeast
45021,SC,Cherokee County,57300,0.327,10667,267,Southeast
45023,SC,Chester County,32244,0.434,6979,124,Southeast
45025,SC,Chesterfield County,45650,0.346,8115,158,Southeast
45027,SC,Clarendon County,33745,0.446,5467,137,Southeast
45029,SC,Colleton County,37677,0.454,5962,192,Southeast
45031,SC,Darlington County,66618,0.459,12918,239,Southeast
45033,SC,Dillon County,30479,0.426,6728,120,Southeast
45035,SC,Dorchester County,162809,0.504,36561,395,Southeast
45037,SC,Edgefield County,27260,0.566,4745,60,Southeast
45039,SC,Fairfield County,22347,0.514,3602,95,Southeast
45041,SC,Florence County,138293,0.518,28548,553,Southeast
45043,SC,Georgetown County,62680,0.523,10421,190,Southeast
45045,SC,Greenville County,523542,0.517,114621,1565,Southeast
45047,SC,Greenwood County,70811,0.46,13726,242,Southeast
45049,SC,Hampton County,19222,0.608,3267,75,Southeast
45051,SC,Horry County,354081,0.541,67157,932,Southeast
45053,SC,Jasper County,30073,0.358,4135,82,Southeast
45055,SC,Kershaw County,66551,0.545,13317,218,Southeast
45057,SC,Lancaster County,98012,0.431,17632,247,Southeast
45059,SC,Laurens County,67493,0.367,12618,247,Southeast
45061,SC,Lee County,16828,0.393,2843,82,Southeast
45063,SC,Lexington County,298750,0.518,59455,731,Southeast
45065,SC,McCormick County,9463,0.571,1486,30,Southeast
45067,SC,Marion County,30657,0.461,5754,143,Southeast
45069,SC,Marlboro County,26118,0.41,5198,86,Southeast
45071,SC,Newberry County,38440,0.501,8159,153,Southeast
45073,SC,Oconee County,79546,0.431,16954,263,Southeast
45075,SC,Orangeburg County,86175,0.523,15642,341,Southeast
45077,SC,Pickens County,126884,0.444,29986,512,Southeast
45079,SC,Richland County,415759,0.583,76175,801,Southeast
45081,SC,Saluda County,20473,0.289,2688,62,Southeast
45083,SC,Spartanburg County,319785,0.417,65984,1281,Southeast
45085,SC,Sumter County,106721,0.482,17974,312,Southeast
45087,SC,Union County,27316,0.394,5102,113,Southeast
45089,SC,Williamsburg County,30368,0.539,5894,131,Southeast
45091,SC,York County,280979,0.462,51647,544,Southeast
46003,SD,Aurora County,2751,0.507,611,17,Plains
46005,SD,Beadle County,18453,0.494,3721,49,Plains
46007,SD,Bennett County,3365,0.214,533,9,Plains
46009,SD,Bon Homme County,6901,0.52,1854,31,Plains
46011,SD,Brookings County,35077,0.514,5778,41,Plains
46013,SD,Brown County,38839,0.55,7679,107,Plains
46015,SD,Brule County,5297,0.501,1069,17,Plains
46017,SD,Buffalo County,1962,0.359,477,16,Plains
46019,SD,Butte County,10429,0.338,2146,40,Plains
46021,SD,Campbell County,1376,0.269,210,6,Plains
46023,SD,Charles Mix County,9292,0.425,2137,32,Plains
46025,SD,Clark County,3736,0.472,605,6,Plains
46027,SD,Clay County,14070,0.536,2460,17,Plains
46029,SD,Codington County,28009,0.483,6450,91,Plains
46031,SD,Corson County,4086,0.112,768,15,Plains
46033,SD,Custer County,8972,0.435,1531,20,Plains
46035,SD,Davison County,19775,0.565,4533,73,Plains
46037,SD,Day County,5424,0.592,945,30,Plains
46039,SD,Deuel County,4351,0.444,819,12,Plains
46041,SD,Dewey County,5892,0.084,2224,35,Plains
46043,SD,Douglas County,2921,0.463,590,14,Plains
46045,SD,Edmunds County,3829,0.469,712,14,Plains
46047,SD,Fall River County,6713,0.45,1289,30,Plains
46049,SD,Faulk County,2299,0.545,468,16,Plains
46051,SD,Grant County,7052,0.505,1554,47,Plains
46053,SD,Gregory County,4185,0.46,850,33,Plains
46055,SD,Haakon County,1899,0.295,354,11,Plains
46057,SD,Hamlin County,6164,0.439,1212,40,Plains
46059,SD,Hand County,3191,0.529,440,8,Plains
46061,SD,Hanson County,3453,0.227,509,5,Plains
46063,SD,Harding County,1298,0.159,170,3,Plains
46065,SD,Hughes County,17526,0.619,3585,53,Plains
46067,SD,Hutchinson County,7291,0.568,1343,29,Plains
46069,SD,Hyde County,1301,0.496,234,5,Plains
46071,SD,Jackson County,3344,0.167,437,19,Plains
46073,SD,Jerauld County,2013,0.495,337,19,Plains
46075,SD,Jones County,903,0.907,151,1,Plains
46077,SD,Kingsbury County,4939,0.675,1028,20,Plains
46079,SD,Lake County,12797,0.502,1853,22,Plains
46081,SD,Lawrence County,25844,0.45,4942,76,Plains
46083,SD,Lincoln County,61128,0.576,11951,80,Plains
46085,SD,Lyman County,3781,,900,12,Plains
46087,SD,McCook County,5586,0.531,1101,30,Plains
46089,SD,McPherson County,2379,0.427,362,9,Plains
46091,SD,Marshall County,4935,0.509,570,8,Plains
46093,SD,Meade County,28332,0.313,5192,56,Plains
46095,SD,Mellette County,2061,0.03,374,4,Plains
46097,SD,Miner County,2216,0.531,384,12,Plains
46099,SD,Minnehaha County,193134,0.606,43580,433,Plains
46101,SD,Moody County,6576,,981,25,Plains
46102,SD,Oglala Lakota County,14177,0.045,2671,55,Plains
46103,SD,Pennington County,113775,0.434,23859,284,Plains
46105,SD,Perkins County,2865,0.301,548,16,Plains
46107,SD,Potter County,2153,,519,5,Plains
46109,SD,Roberts County,10394,,1769,45,Plains
46111,SD,Sanborn County,2344,0.551,453,3,Plains
46115,SD,Spink County,6376,,1154,31,Plains
46117,SD,Stanley County,3098,0.518,521,3,Plains
46119,SD,Sully County,1391,0.404,203,3,Plains
46121,SD,Todd County,10177,,1979,39,Plains
46123,SD,Tripp County,5441,,986,21,Plains
46125,SD,Turner County,8384,,1542,62,Plains
46127,SD,Union County,15932,,3049,47,Plains
46129,SD,Walworth County,5435,,1023,19,Plains
46135,SD,Yankton County,22814,,4438,44,Plains
46137,SD,Ziebach County,2756,,487,11,Plains
47001,TN,Anderson County,76978,0.534,14409,265,Southeast
47003,TN,Bedford County,49713,0.401,10042,204,Southeast
47005,TN,Benton County,16160,0.467,3153,80,Southeast
47007,TN,Bledsoe County,15064,0.338,3657,38,Southeast
47009,TN,Blount County,133088,0.488,25852,325,Southeast
47011,TN,Bradley County,108110,0.393,23701,320,Southeast
47013,TN,Campbell County,39842,0.404,8026,128,Southeast
47015,TN,Cannon County,14678,0.295,2991,50,Southeast
47017,TN,Carroll County,27767,0.467,6129,127,Southeast
47019,TN,Carter County,56391,0.371,11672,268,Southeast
47021,TN,Cheatham County,40667,0.48,7700,90,Southeast
47023,TN,Chester County,17297,0.349,3806,81,Southeast
47025,TN,Claiborne County,31959,0.412,6134,145,Southeast
47027,TN,Clay County,7615,0.402,1649,40,Southeast
47029,TN,Cocke County,36004,0.467,8241,168,Southeast
47031,TN,Coffee County,56520,0.433,11365,213,Southeast
47033,TN,Crockett County,14230,0.465,3503,75,Southeast
47035,TN,Cumberland County,60520,0.434,12041,275,Southeast
47037,TN,Davidson County,694144,0.609,149462,1384,Southeast
47039,TN,Decatur County,11663,0.366,2567,49,Southeast
47041,TN,DeKalb County,20490,0.389,4496,85,Southeast
47043,TN,Dickson County,53948,0.46,11314,207,Southeast
47045,TN,Dyer County,37159,0.383,8570,165,Southeast
47047,TN,Fayette County,41133,0.526,8248,133,Southeast
47049,TN,Fentress County,18523,0.322,4033,89,Southeast
47051,TN,Franklin County,42208,0.398,8630,145,Southeast
47053,TN,Gibson County,49133,0.437,11335,214,Southeast
47055,TN,Giles County,29464,0.371,6463,150,Southeast
47057,TN,Grainger County,23320,0.466,4797,91,Southeast
47059,TN,Greene County,69069,0.439,15255,288,Southeast
47061,TN,Grundy County,13427,0.292,3033,64,Southeast
47063,TN,Hamblen County,64934,0.404,14070,288,Southeast
47065,TN,Hamilton County,367804,0.533,71335,901,Southeast
47067,TN,Hancock County,6620,0.329,1399,26,Southeast
47069,TN,Hardeman County,25050,0.434,5462,96,Southeast
47071,TN,Hardin County,25652,0.387,5949,110,Southeast
47073,TN,Hawkins County,56786,0.414,11519,240,Southeast
47075,TN,Haywood County,17304,0.509,4106,82,Southeast
47077,TN,Henderson County,28117,0.411,6101,118,Southeast
47079,TN,Henry County,32345,0.45,5847,117,Southeast
47081,TN,Hickman County,25178,0.408,5030,92,Southeast
47083,TN,Houston County,8201,0.412,2003,52,Southeast
47085,TN,Humphreys County,18582,0.401,3527,59,Southeast
47087,TN,Jackson County,11786,0.496,2230,49,Southeast
47089,TN,Jefferson County,54495,0.497,10836,215,Southeast
47091,TN,Johnson County,17788,0.354,4207,63,Southeast
47093,TN,Knox County,470313,0.567,85554,1065,Southeast
47095,TN,Lake County,7016,0.404,2065,34,Southeast
47097,TN,Lauderdale County,25633,0.416,5410,79,Southeast
47099,TN,Lawrence County,44142,0.354,10163,158,Southeast
47101,TN,Lewis County,12268,0.339,2628,48,Southeast
47103,TN,Lincoln County,34366,0.397,7038,134,Southeast
47105,TN,Loudon County,54068,0.612,9928,146,Southeast
47107,TN,McMinn County,53794,0.379,11183,196,Southeast
47109,TN,McNairy County,25694,0.432,5010,86,Southeast
47111,TN,Macon County,24602,0.302,5914,118,Southeast
47113,TN,Madison County,97984,0.604,19389,362,Southeast
47115,TN,Marion County,28907,0.448,6132,110,Southeast
47117,TN,Marshall County,34375,0.49,7344,102,Southeast
47119,TN,Maury County,96387,0.585,20925,272,Southeast
47121,TN,Meigs County,12422,0.657,2365,46,Southeast
47123,TN,Monroe County,46545,0.424,10353,196,Southeast
47125,TN,Montgomery County,208993,0.376,36010,471,Southeast
47127,TN,Moore County,6488,0.213,1524,31,Southeast
47129,TN,Morgan County,21403,0.518,4109,57,Southeast
47131,TN,Obion County,30069,0.39,7383,147,Southeast
47133,TN,Overton County,22241,0.335,5213,106,Southeast
47135,TN,Perry County,8076,0.388,1706,41,Southeast
47137,TN,Pickett County,5048,0.421,1168,28,Southeast
47139,TN,Polk County,16832,0.409,3386,50,Southeast
47141,TN,Putnam County,80245,0.485,17874,262,Southeast
47143,TN,Rhea County,33167,0.414,7410,130,Southeast
47145,TN,Roane County,53382,0.427,10791,184,Southeast
47147,TN,Robertson County,71813,0.494,15304,232,Southeast
47149,TN,Rutherford County,332285,0.494,68185,731,Southeast
47151,TN,Scott County,22068,0.494,6070,89,Southeast
47153,TN,Sequatchie County,15026,0.332,3206,59,Southeast
47155,TN,Sevier County,98250,0.479,22006,332,Southeast
47157,TN,Shelby County,937166,0.5,166471,2708,Southeast
47159,TN,Smith County,20157,0.313,4431,64,Southeast
47161,TN,Stewart County,13715,0.397,2333,44,Southeast
47163,TN,Sullivan County,158348,0.504,30945,545,Southeast
47165,TN,Sumner County,191283,0.447,38033,584,Southeast
47167,TN,Tipton County,61599,0.375,12806,179,Southeast
47169,TN,Trousdale County,11284,0.346,3337,36,Southeast
47171,TN,Unicoi County,17883,0.509,3426,79,Southeast
47173,TN,Union County,19972,0.349,3694,64,Southeast
47175,TN,Van Buren County,5872,0.552,1362,43,Southeast
47177,TN,Warren County,41277,0.413,9131,152,Southeast
47179,TN,Washington County,129375,0.58,25290,401,Southeast
47181,TN,Wayne County,16673,0.425,4283,47,Southeast
47183,TN,Weakley County,33328,0.363,6769,107,Southeast
47185,TN,White County,27345,0.404,5978,115,Southeast
47187,TN,Williamson County,238412,0.613,44659,322,Southeast
47189,TN,Wilson County,144657,0.5,29941,404,Southeast
48001,TX,Anderson County,57735,0.4,7189,208,Southwest
48003,TX,Andrews County,18705,0.415,3067,65,Southwest
48005,TX,Angelina County,86715,0.436,14027,427,Southwest
48007,TX,Aransas County,23510,0.575,2697,67,Southwest
48009,TX,Archer County,8553,0.463,1398,24,Southwest
48011,TX,Armstrong County,1887,0.364,343,8,Southwest
48013,TX,Atascosa County,51153,0.466,8438,211,Southwest
48015,TX,Austin County,30032,0.464,3927,57,Southwest
48017,TX,Bailey County,7000,0.363,1123,30,Southwest
48019,TX,Bandera County,23112,0.422,2504,64,Southwest
48021,TX,Bastrop County,88723,0.537,15008,191,Southwest
48023,TX,Baylor County,3509,0.397,606,24,Southwest
48025,TX,Bee County,32565,0.473,5476,136,Southwest
48027,TX,Bell County,362924,0.4,40806,751,Southwest
