Date,Return
10/5/2017,-0.441749243
10/6/2017,-0.086563449
10/9/2017,0.267057294
10/10/2017,-0.007851139
10/11/2017,-0.200388594
10/12/2017,0.007855572
10/13/2017,0.074469703
10/16/2017,-0.031341248
10/17/2017,-0.094034794
10/18/2017,0.070337243
10/19/2017,-0.376718201
10/20/2017,-0.159708991
10/23/2017,0.532090237
10/24/2017,0.015591582
10/25/2017,0.347411985
10/26/2017,0.1445408
10/27/2017,-0.483483446
10/30/2017,-0.109174172
10/31/2017,0.011664593
11/1/2017,0.213152605
11/2/2017,-0.069924244
11/3/2017,-0.263809997
11/6/2017,-0.212937679
11/7/2017,0.1158389
11/8/2017,-0.24760475
11/9/2017,-0.170722066
11/10/2017,-0.139675236
11/13/2017,-0.396404729
11/14/2017,-0.124318012
11/15/2017,0.070139897
11/16/2017,-0.427153637
11/17/2017,0.139422198
11/20/2017,-0.061971407
11/21/2017,-0.312522965
11/22/2017,0.092303846
11/24/2017,-0.015357252
11/27/2017,0.06911908
11/28/2017,-0.809167403
11/29/2017,0.117861004
11/30/2017,-0.473915663
12/1/2017,0.11331734
12/4/2017,0.814833471
12/5/2017,0
12/6/2017,0.022786936
12/7/2017,0
12/8/2017,-0.131998037
12/11/2017,0
12/12/2017,0.160919133
12/13/2017,0.116078036
12/14/2017,0.535397065
12/15/2017,-0.399321135
12/18/2017,-0.037301752
12/19/2017,0.487931297
12/20/2017,0.462217188
12/21/2017,0.059760591
12/22/2017,0.033630791
12/26/2017,-0.052429884
12/27/2017,0.022439225
12/28/2017,0.007473216
12/29/2017,0.621909659
1/2/2018,-0.347219614
1/3/2018,-0.56142551
1/4/2018,-0.151169979
1/5/2018,-0.333933788
1/8/2018,-0.223195274
1/9/2018,-0.051025876
1/10/2018,-0.160772439
1/11/2018,-0.498633303
1/12/2018,-0.54265246
1/16/2018,0.851979577
1/17/2018,-0.568278965
1/18/2018,0.121653065
1/19/2018,-0.218018594
1/22/2018,-0.899449935
1/23/2018,-0.194531732
1/24/2018,0.295752423
1/25/2018,0.302652023
1/26/2018,-0.819696394
1/29/2018,0.437169947
1/30/2018,0.297238493
1/31/2018,0.293572301
2/1/2018,-0.181442341
2/2/2018,1.653090265
2/5/2018,3.481447644
2/6/2018,-3.53543238
2/7/2018,0.309119926
2/8/2018,3.872991535
2/9/2018,-0.268409522
